,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
10,2-s2.0-85087727087,10.1016/j.future.2020.06.026,S0167739X19328870,,FellowMe Cache: Fog Computing approach to enhance (QoE) in Internet of Vehicles,ar,Article,Abar T.,,"University of Carthage, Ecole Supérieure des Communications de Tunis",Ariana,Tunisia,,,,,2020-12-01,December 2020,Future Generation Computer Systems,0167739X,12264,,Journal,113,,,170-182,,,9,0,,,,,
11,2-s2.0-85085703018,10.1186/s13634-020-00684-5,,,DeConFuse: a deep convolutional transform-based unsupervised fusion framework,ar,Article,Gupta P.,,"Indraprastha Institute of Information Technology, Delhi",New Delhi,India,,,,,2020-12-01,1 December 2020,Eurasip Journal on Advances in Signal Processing,16876172,15300154801,16876180,Journal,2020,1,26,,,,2,1,repositoryam,Green,,,
12,2-s2.0-85088953506,10.1016/j.aim.2020.107341,S0001870820303698,,"The Hopf algebras of signed permutations, of weak quasi-symmetric functions and of Malvenuto-Reutenauer",ar,Article,Guo L.,,Rutgers University-Newark Campus,Newark,United States,,,,,2020-11-18,18 November 2020,Advances in Mathematics,00018708,24570,10902082,Journal,374,,107341,,,,1,0,repositoryam,Green,,,
13,2-s2.0-85099879848,10.1109/LCN48667.2020.9314857,,,Deep Learning based User Slice Allocation in 5G Radio Access Networks,cp,Conference Paper,Matoussi S.,,Université Gustave Eiffel,Marne-la-Vallee,France,,,,,2020-11-16,16 November 2020,"Proceedings - Conference on Local Computer Networks, LCN",,21101034391,,Conference Proceeding,2020-November,,9314857,286-296,,,1,0,,,,,
14,2-s2.0-85099184344,10.1109/EDiS49545.2020.9296436,,,A New Collaborative Clustering Approach for the Internet of Vehicles (CCA-IoV),cp,Conference Paper,Bersali M.,,Université Blida,Blida,Algeria,,,,,2020-11-03,3 November 2020,"2020 2nd International Conference on Embedded and Distributed Systems, EDiS 2020",,21101033821,,Conference Proceeding,,,9296436,58-63,,,3,0,,,,,
15,2-s2.0-85097337422,10.1145/3423337.3429437,,,Normalisation of 16th and 17th century texts in French and geographical named entity recognition,cp,Conference Paper,Kogkitsidou E.,,Université Gustave Eiffel,Marne-la-Vallee,France,,,,,2020-11-03,3 November 2020,"Proceedings of the 4th ACM SIGSPATIAL International Workshop on Geospatial Humanities, GeoHumanities 2020",,21101081189,,Conference Proceeding,,,,28-34,,,0,0,repositoryam,Green,,,
16,2-s2.0-85101445601,10.1109/3DV50981.2020.00123,,,Learning to Guide Local Feature Matches,cp,Conference Paper,Darmon F.,,Université Gustave Eiffel;THALES LAS FRANCE SAS,Marne-la-Vallee;Elancourt,France;France,,,,,2020-11-01,November 2020,"Proceedings - 2020 International Conference on 3D Vision, 3DV 2020",,21101038833,,Conference Proceeding,,,9320451,1127-1136,,,0,0,repositoryam,Green,,,
17,2-s2.0-85098689766,10.1117/1.JEI.29.6.063008,,,Efficient graphical-processor-unit parallelization algorithm for computing Eigen values,ar,Article,Sayadia S.B.,,Université de Sousse;Université de Monastir;CNRS Centre National de la Recherche Scientifique,Sousse;Monastir;Paris,Tunisia;Tunisia;France,,,,,2020-11-01,1 November 2020,Journal of Electronic Imaging,10179909,25978,1560229X,Journal,29,6,063008,,,,0,0,repositoryam,Green,,,
18,2-s2.0-85096804939,10.1093/ofid/ofaa440,,,Tularemia: A Case Series of Patients Diagnosed at the National Reference Center for Rickettsioses from 2008 to 2017,re,Review,Darmon-Curti A.,,Aix Marseille Université,Marseille,France,,,,,2020-11-01,1 November 2020,Open Forum Infectious Diseases,,21100468501,23288957,Journal,7,11,,,,,5,1,repositoryvor,Green,,,
19,2-s2.0-85095970719,10.1051/m2an/2020013,,,Nonlinear model reduction on metric spaces. Application to one-dimensional conservative PDEs in Wasserstein spaces,ar,Article,Ehrlacher V.,,Centre d'Enseignement et de Recherche en Mathematiques et Calcul Scientifique,Marne-la-Vallee,France,,,,,2020-11-01,1 November 2020,ESAIM: Mathematical Modelling and Numerical Analysis,28227840,25956,28047214,Journal,54,6,,2159-2197,,,5,0,repositoryam,Green,,,
20,2-s2.0-85095448169,10.1017/S0305004119000380,S0305004119000380,,Bisecting measures with hyperplane arrangements,ar,Article,Hubard A.,,École des Ponts ParisTech,Marne-la-Vallee,France,,,,,2020-11-01,1 November 2020,Mathematical Proceedings of the Cambridge Philosophical Society,03050041,25325,14698064,Journal,169,3,,639-647,,,4,0,repositoryam,Green,,,
21,2-s2.0-85090313190,10.1007/s10851-020-00988-z,,,Equivalence between Digital Well-Composedness and Well-Composedness in the Sense of Alexandrov on n-D Cubical Grids,ar,Article,Boutry N.,,EPITA,Le Kremlin-Bicetre,France,,,,,2020-11-01,1 November 2020,Journal of Mathematical Imaging and Vision,09249907,28501,15737683,Journal,62,9,,1285-1333,,,1,0,repositoryam,Green,,,
22,2-s2.0-85090304694,10.1007/s10851-020-00989-y,,,Topological Properties of the First Non-Local Digitally Well-Composed Interpolation on n-D Cubical Grids,ar,Article,Boutry N.,,EPITA,Le Kremlin-Bicetre,France,,,,,2020-11-01,1 November 2020,Journal of Mathematical Imaging and Vision,09249907,28501,15737683,Journal,62,9,,1256-1284,,,0,0,repositoryam,Green,,,
23,2-s2.0-85087796461,10.1007/s10851-020-00980-7,,,Power Spectral Clustering,ar,Article,Challa A.,,Indian Institute of Science,Bengaluru,India,,,,,2020-11-01,1 November 2020,Journal of Mathematical Imaging and Vision,09249907,28501,15737683,Journal,62,9,,1195-1213,,,5,0,repositoryam,Green,,,
24,2-s2.0-85087308799,10.1016/j.jcta.2020.105285,S0097316520300777,,Tree series and pattern avoidance in syntax trees,ar,Article,Giraudo S.,,Université Gustave Eiffel,Marne-la-Vallee,France,,,,,2020-11-01,November 2020,Journal of Combinatorial Theory. Series A,00973165,40107,10960899,Journal,176,,105285,,,,1,1,repositoryam,Green,,,
25,2-s2.0-85097601439,10.1109/GIIS50753.2020.9248487,,,Fuzzified Double Game for Qos-Aware LTE-U and Wifi Coexistence in 5Ghz Band,cp,Conference Paper,Hafaiedh H.,,Université de la Manouba,Manouba,Tunisia,,,,,2020-10-28,28 October 2020,"2020 Global Information Infrastructure and Networking Symposium, GIIS 2020",,21101030402,,Conference Proceeding,,,9248487,,,,0,0,,,,,
26,2-s2.0-85097598674,10.1109/GIIS50753.2020.9248481,,,Semantic network coding for WSAN in IoT Applications,cp,Conference Paper,Cherrier S.,,Laboratoire d'Informatique Gaspard Monge,Marne-la-Vallee,France,,,,,2020-10-28,28 October 2020,"2020 Global Information Infrastructure and Networking Symposium, GIIS 2020",,21101030402,,Conference Proceeding,,,9248481,,,,0,0,repositoryam,Green,,,
27,2-s2.0-85103448413,10.1109/BMSB49480.2020.9379468,,,EVAL Cane: An IoT based smart cane for the evaluation of walking gait and environment,cp,Conference Paper,Wang T.,,ESIEE,Noisy-le-Grand,France,,,,,2020-10-27,27 October 2020,"IEEE International Symposium on Broadband Multimedia Systems and Broadcasting, BMSB",21555044,21100218013,21555052,Conference Proceeding,2020-October,,9379468,,,,1,0,,,,,
28,2-s2.0-85099597366,10.1109/ISNCC49221.2020.9297348,,,Distance aware radio planning for sdn based 5G-satellite network,cp,Conference Paper,Abdennebi M.,,Laboratoire de Traitement et Transport de l'Information (L2TI),Villetaneuse,France,,,,,2020-10-20,20 October 2020,"2020 International Symposium on Networks, Computers and Communications, ISNCC 2020",,21101034025,,Conference Proceeding,,,9297348,,,,0,0,,,,,
29,2-s2.0-85099573142,10.1109/ISNCC49221.2020.9297284,,,Reconfiguration of LoRa Networks Parameters using Fuzzy C-Means Clustering,cp,Conference Paper,Djoudi A.,,Université Gustave Eiffel;Ecole Centrale d'Electronique ECE Paris,Marne-la-Vallee;Paris,France;France,,,,,2020-10-20,20 October 2020,"2020 International Symposium on Networks, Computers and Communications, ISNCC 2020",,21101034025,,Conference Proceeding,,,9297284,,,,1,0,,,,,
30,2-s2.0-85083853351,10.1016/j.ejor.2020.03.079,S037722172030312X,,An O(n<sup>2</sup>) algorithm for time-bound adjustments for the cumulative scheduling problem,ar,Article,Carlier J.,,Sorbonne Universite,Paris,France,,,,,2020-10-16,16 October 2020,European Journal of Operational Research,03772217,22489,,Journal,286,2,,468-476,,,4,0,,,,,
31,2-s2.0-85094888183,10.1137/18M1221527,,,"Subcritical random hypergraphs, high-order components, and hypertrees",ar,Article,Cooley O.,,Technische Universitat Graz,Graz,Austria,,,,,2020-10-08,8 October 2020,SIAM Journal on Discrete Mathematics,08954801,26406,,Journal,34,4,,2033-2062,,,0,0,repositoryam,Green,,,
32,2-s2.0-85086915023,10.1016/j.tcs.2020.06.016,S030439752030356X,,Hardness of Minimum Barrier Shrinkage and Minimum Installation Path,ar,Article,Cabello S.,,"Univerza v Ljubljani;Institute of Mathematics, Physics and Mechanics",Ljubljana;Ljubljana,Slovenia;Slovenia,,,,,2020-10-02,2 October 2020,Theoretical Computer Science,03043975,20571,,Journal,835,,,120-133,,,2,1,repositoryam,Green,,,
33,2-s2.0-85098655351,10.1109/ICIP40778.2020.9190638,,,Unsupervised Image Decomposition in Vector Layers,cp,Conference Paper,Sbai O.,,Facebook Research,Menlo Park,United States,,,,,2020-10-01,October 2020,"Proceedings - International Conference on Image Processing, ICIP",15224880,144684,,Conference Proceeding,2020-October,,9190638,1576-1580,,,1,0,repositoryam,Green,,,
34,2-s2.0-85098618697,10.1109/ICIP40778.2020.9191276,,,CGO: Multiband Astronomical Source Detection with Component-Graphs,cp,Conference Paper,Nguyen T.X.,,Laboratoire d'Informatique Gaspard Monge,Marne-la-Vallee,France,,,,,2020-10-01,October 2020,"Proceedings - International Conference on Image Processing, ICIP",15224880,144684,,Conference Proceeding,2020-October,,9191276,16-20,,,2,0,repositoryam,Green,,,
35,2-s2.0-85092696871,10.1109/JIOT.2020.3003692,,,Design of a Robust Radio-Frequency Fingerprint Identification Scheme for Multimode LFM Radar,ar,Article,Xing Y.,,Southeast University,Nanjing,China,,,,,2020-10-01,October 2020,IEEE Internet of Things Journal,,21100338350,23274662,Journal,7,10,9121232,10581-10593,,,6,0,,,,,
36,2-s2.0-85083346855,10.1016/j.comgeo.2020.101649,S0925772120300432,,An application of the universality theorem for Tverberg partitions to data depth and hitting convex sets,ar,Article,Bárány I.,,Magyar Tudomanyos Akademia;University College London,Budapest;London,Hungary;United Kingdom,,,,,2020-10-01,October 2020,Computational Geometry: Theory and Applications,09257721,28456,,Journal,90,,101649,,,,0,1,repositoryam,Green,,,
37,2-s2.0-85071305965,10.1080/00207543.2019.1659520,,,Robust disassembly line balancing with ambiguous task processing times,ar,Article,Liu M.,,Tongji University,Shanghai,China,,,,,2020-10-01,1 October 2020,International Journal of Production Research,00207543,27656,1366588X,Journal,58,19,,5806-5835,,,10,0,,,,,
38,2-s2.0-85068866941,10.1007/s11554-019-00896-5,,,A new pipeline for the recognition of universal expressions of multiple faces in a video sequence,ar,Article,Greche L.,,Université Sidi Mohamed Ben Abdellah,Fez,Morocco,,,,,2020-10-01,1 October 2020,Journal of Real-Time Image Processing,18618200,4900152415,18618219,Journal,17,5,,1389-1402,,,3,0,repositoryam,Green,,,
39,2-s2.0-85097746976,10.1109/ICFHR2020.2020.00027,,,DocExtractor: An off-the-shelf historical document element extraction,cp,Conference Paper,Monnier T.,,Laboratoire d'Informatique Gaspard Monge,Marne-la-Vallee,France,,,,,2020-09-01,September 2020,"Proceedings of International Conference on Frontiers in Handwriting Recognition, ICFHR",21676445,21100409618,21676453,Conference Proceeding,2020-September,,9257752,91-96,,,6,0,repositoryam,Green,,,
40,2-s2.0-85091167277,10.1109/TNSM.2020.2988346,,,Evaluating the Upper Bound of Energy Cost Saving by Proactive Data Center Management,ar,Article,Milocco R.,,Universidad Nacional del Comahue,Neuquen,Argentina,,,,,2020-09-01,September 2020,IEEE Transactions on Network and Service Management,,7200153156,19324537,Journal,17,3,9069318,1527-1541,,,1,0,repositoryvor,Green,,,
41,2-s2.0-85088822652,10.1007/s00026-020-00504-5,,,A Noncommutative Cycle Index and New Bases of Quasi-symmetric Functions and Noncommutative Symmetric Functions,ar,Article,Novelli J.C.,,Université Gustave Eiffel,Marne-la-Vallee,France,,,,,2020-09-01,1 September 2020,Annals of Combinatorics,02180006,24712,02193094,Journal,24,3,,557-576,,,0,0,repositoryam,Green,,,
42,2-s2.0-85086700762,10.1007/s00454-020-00172-5,,,"Theorems of Carathéodory, Helly, and Tverberg Without Dimension",ar,Article,Adiprasito K.,,Hebrew University of Jerusalem,Jerusalem,Israel,,,,,2020-09-01,1 September 2020,Discrete and Computational Geometry,01795376,25887,14320444,Journal,64,2,,233-258,,,2,0,repositoryam,Green,,,
43,2-s2.0-85085129294,10.1109/TNSM.2020.2990664,,,"Optimization of Virtualization Cost, Processing Power and Network Load of 5G Software-Defined Data Centers",ar,Article,Salhab N.,,Laboratoire d'Informatique Gaspard Monge,Marne-la-Vallee,France,,,,,2020-09-01,September 2020,IEEE Transactions on Network and Service Management,,7200153156,19324537,Journal,17,3,9079899,1542-1553,,,1,0,,,,,
44,2-s2.0-85084755401,10.1016/j.sigpro.2020.107628,S0165168420301717,,Deeply transformed subspace clustering,ar,Article,Maggu J.,,"Indraprastha Institute of Information Technology, Delhi",New Delhi,India,,,,,2020-09-01,September 2020,Signal Processing,01651684,25548,,Journal,174,,107628,,,,6,0,repositoryam,Green,,,
45,2-s2.0-85071021564,10.1007/s00454-019-00126-6,,,Embeddability of Arrangements of Pseudocircles and Graphs on Surfaces,ar,Article,Colin de Verdière É.,,École des Ponts ParisTech,Marne-la-Vallee,France,,,,,2020-09-01,1 September 2020,Discrete and Computational Geometry,01795376,25887,14320444,Journal,64,2,,386-395,,,0,0,repositoryam,Green,,,
46,2-s2.0-85090119393,10.1145/3396593,,,Embeddability in R<sup>3</sup>is NP-hard,cp,Conference Paper,Mesmay A.D.,,Laboratoire d'Informatique Gaspard Monge,Marne-la-Vallee,France,,,,,2020-08-06,6 August 2020,Journal of the ACM,00045411,23127,1557735X,Journal,67,4,20,,,,2,0,,,,,
47,2-s2.0-85091091102,10.5194/isprs-annals-V-2-2020-343-2020,,,Planar Polygons Detection in Lidar Scans Based on Sensor Topology Enhanced Ransac,cp,Conference Paper,Guinard S.A.,,Université Gustave Eiffel,Marne-la-Vallee,France,,,,,2020-08-03,3 August 2020,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",21949042,21100830113,21949050,Conference Proceeding,5,2,,343-350,,,3,1,publisherfullgold,Gold,,,
48,2-s2.0-85091572904,10.4230/LIPIcs.CONCUR.2020.10,,,A classification of weak asynchronous models of distributed computing,cp,Conference Paper,Esparza J.,,Technical University of Munich,Munich,Germany,,,,,2020-08-01,1 August 2020,"Leibniz International Proceedings in Informatics, LIPIcs",18688969,21100244929,,Conference Proceeding,171,,10,101-1016,,,0,0,,,,,
49,2-s2.0-85090506083,10.4230/LIPIcs.MFCS.2020.71,,,A Timecop's work is harder than you think,cp,Conference Paper,Morawietz N.,,Philipps-Universität Marburg,Marburg,Germany,,,,,2020-08-01,1 August 2020,"Leibniz International Proceedings in Informatics, LIPIcs",18688969,21100244929,,Conference Proceeding,170,,MFCS-2020-71,,,,1,0,,,,,
50,2-s2.0-85082943018,10.1111/str.12349,,,"Measurement of large, discontinuous displacement from digital images",ar,Article,Luo Z.,,China University of Petroleum-Beijing,Beijing,China,,,,,2020-08-01,1 August 2020,Strain,00392103,17967,14751305,Journal,56,4,e12349,,,,1,0,,,,,
51,2-s2.0-85089727573,10.1145/3377929.3389957,,,Population control meets doob's martingale theorems: The noise-free multimodal case,cp,Conference Paper,Cauwet M.L.,,Laboratoire d'Informatique Gaspard Monge,Marne-la-Vallee,France,,,,,2020-07-08,8 July 2020,GECCO 2020 Companion - Proceedings of the 2020 Genetic and Evolutionary Computation Conference Companion,,21101020035,,Conference Proceeding,,,,321-322,,,0,0,,,,,
52,2-s2.0-85087168670,10.1109/TIT.2020.2972348,,,Vector Gaussian CEO Problem under Logarithmic Loss and Applications,ar,Article,Ugur Y.,,Université Paris-Est,Marne-la-Vallee,France,,,,,2020-07-01,July 2020,IEEE Transactions on Information Theory,00189448,15107,15579654,Journal,66,7,8986754,4183-4202,,,12,0,repositoryam,Green,,,
53,2-s2.0-85086712341,10.1109/JSAC.2020.2999685,,,5G RAN: Functional Split Orchestration Optimization,ar,Article,Matoussi S.,,Université Gustave Eiffel,Marne-la-Vallee,France,,,,,2020-07-01,July 2020,IEEE Journal on Selected Areas in Communications,07338716,18902,15580008,Journal,38,7,9107209,1448-1463,,,7,0,,,,,
54,2-s2.0-85084600417,10.1016/j.media.2020.101692,S1361841520300578,32417714,Fully automatic brain tumor segmentation with deep learning-based selective attention using overlapping patches and multi-class weighted cross-entropy,ar,Article,Ben naceur M.,,Université Gustave Eiffel;Université Mohamed Khider Biskra,Marne-la-Vallee;Biskra,France;Algeria,,,,,2020-07-01,July 2020,Medical Image Analysis,13618415,17271,13618423,Journal,63,,101692,,,,29,1,repositoryam,Green,,,
55,2-s2.0-85084172667,10.1016/j.patrec.2020.03.020,S0167865520300982,,DIABLO: Dictionary-based attention block for deep metric learning,ar,Article,Jacob P.,,CY Cergy Paris Université,Cergy-Pontoise,France,,,,,2020-07-01,July 2020,Pattern Recognition Letters,01678655,24825,,Journal,135,,,99-105,,,1,1,repositoryam,Green,,,
56,2-s2.0-85082751716,10.1016/j.jmva.2020.104623,S0047259X19305688,,Smallest singular value and limit eigenvalue distribution of a class of non-Hermitian random matrices with statistical application,ar,Article,Bose A.,,"Indian Statistical Institute, Kolkata",Kolkata,India,,,,,2020-07-01,July 2020,Journal of Multivariate Analysis,0047259X,23947,10957243,Journal,178,,104623,,,,2,0,repositoryam,Green,,,
57,2-s2.0-85064153536,10.1016/j.omega.2019.03.012,S0305048318302391,,DEA-based fixed cost allocation in two-stage systems: Leader-follower and satisfaction degree bargaining game approaches,ar,Article,Chu J.,,Central South University,Changsha,China,,,,,2020-07-01,July 2020,Omega (United Kingdom),03050483,21915,,Journal,94,,102054,,,,31,0,,,,,
58,2-s2.0-85087106662,10.1145/3391274.3393634,,,"Triag, a framework based on triangles of RDF triples",cp,Conference Paper,Naacke H.,,Sorbonne Universite,Paris,France,,,,,2020-06-14,14 June 2020,"Proceedings of the International Workshop on on Semantic Big Data, SBD 2020 - In conjunction with the 2020 ACM SIGMOD/PODS Conference",,21101007390,,Conference Proceeding,,,,,,,0,0,,,,,
59,2-s2.0-85090871429,10.1515/9783110667028,,,Complexity and randomness in group theory: GAGTA BOOK 1,bk,Book,Bassino F.,,Institut Galilée,Villetaneuse,France,,,,,2020-06-08,8 June 2020,Complexity and Randomness in Group Theory: GAGTA BOOK 1,,21101021565,,Book,,,,1-374,,,4,0,repositoryam,Green,,,
60,2-s2.0-85090047029,,,,Autonomous Anomaly Detector for Cloud-Radio Access Network Key Performance Indicators,cp,Conference Paper,Salhab N.,,Laboratoire d'Informatique Gaspard Monge;Université Libanaise,Marne-la-Vallee;Beirut,France;Lebanon,,,,,2020-06-01,June 2020,"IFIP Networking 2020 Conference and Workshops, Networking 2020",,21101021069,,Conference Proceeding,,,9142762,673-674,,,1,0,,,,,
61,2-s2.0-85090027282,,,,Deep Neural Networks approach for Power Head-Room Predictions in 5G Networks and beyond,cp,Conference Paper,Salhab N.,,Laboratoire d'Informatique Gaspard Monge;Université Libanaise,Marne-la-Vallee;Beirut,France;Lebanon,,,,,2020-06-01,June 2020,"IFIP Networking 2020 Conference and Workshops, Networking 2020",,21101021069,,Conference Proceeding,,,9142738,579-583,,,1,0,,,,,
62,2-s2.0-85089814351,10.4230/LIPIcs.AofA.2020.11,,,Asymptotics of Minimal Deterministic Finite Automata Recognizing a Finite Binary Language,cp,Conference Paper,Price A.E.,,Université de Bordeaux;Université de Tours,Bordeaux;Tours,France;France,,,,,2020-06-01,1 June 2020,"Leibniz International Proceedings in Informatics, LIPIcs",18688969,21100244929,,Conference Proceeding,159,,11,,,,1,0,,,,,
63,2-s2.0-85089431353,10.1109/ICC40277.2020.9149423,,,Dynamic selection of relays based on classification of mobility profile in a highly mobile context,cp,Conference Paper,Fabian P.,,Université Gustave Eiffel,Marne-la-Vallee,France,,,,,2020-06-01,June 2020,IEEE International Conference on Communications,15503607,33201,,Conference Proceeding,2020-June,,9149423,,,,2,0,repositoryam,Green,,,
64,2-s2.0-85089421760,10.1109/ICC40277.2020.9148665,,,Offloading Network Data Analytics Function to the Cloud with Minimum Cost and Maximum Utilization,cp,Conference Paper,Salhab N.,,Laboratoire d'Informatique Gaspard Monge,Marne-la-Vallee,France,,,,,2020-06-01,June 2020,IEEE International Conference on Communications,15503607,33201,,Conference Proceeding,2020-June,,9148665,,,,0,0,,,,,
65,2-s2.0-85089408596,10.1109/ICC40277.2020.9148926,,,Online based learning for predictive end-to-end network slicing in 5G networks,cp,Conference Paper,Bouzidi E.H.,,Laboratoire d'Informatique Gaspard Monge,Marne-la-Vallee,France,,,,,2020-06-01,June 2020,IEEE International Conference on Communications,15503607,33201,,Conference Proceeding,2020-June,,9148926,,,,3,0,,,,,
66,2-s2.0-85089340463,10.4230/LIPIcs.ICALP.2020.114,,,Weakly-unambiguous Parikh automata and their link to holonomic series,cp,Conference Paper,Bostan A.,,INRIA Saclay,Palaiseau,France,,,,,2020-06-01,1 June 2020,"Leibniz International Proceedings in Informatics, LIPIcs",18688969,21100244929,,Conference Proceeding,168,,114,,,,3,0,,,,,
67,2-s2.0-85087102399,10.1007/s10851-020-00971-8,,,Guest Editorial: Special Issue on Discrete Geometry for Computer Imagery,ed,Editorial,Couprie M.,,Université Gustave Eiffel,Marne-la-Vallee,France,,,,,2020-06-01,1 June 2020,Journal of Mathematical Imaging and Vision,09249907,28501,15737683,Journal,62,5,,625-626,,,1,1,publisherfree2read,Bronze,,,
68,2-s2.0-85084921775,10.1109/TMC.2019.2908154,,,A Socially-Aware Hybrid Computation Offloading Framework for Multi-Access Edge Computing,ar,Article,Yu S.,,Sun Yat-Sen University,Guangzhou,China,,,,,2020-06-01,1 June 2020,IEEE Transactions on Mobile Computing,15361233,25038,15580660,Journal,19,6,8676385,1247-1259,,,16,0,,,,,
69,2-s2.0-85082853212,10.1007/s11036-020-01527-1,,,Graph-Based Radio Resource Sharing Schemes for MTC in D2D-based 5G Networks,ar,Article,Hamdoun S.,,Sequans Communicatons,Colombes,France,,,,,2020-06-01,1 June 2020,Mobile Networks and Applications,1383469X,27306,15728153,Journal,25,3,,1095-1113,,,5,0,,,,,
70,2-s2.0-85080061916,10.1016/j.aam.2020.102019,S0196885820300221,,"Hopf algebras of m-permutations, (m + 1)-ary trees, and m-parking functions",ar,Article,Novelli J.C.,,Laboratoire d'Informatique Gaspard Monge,Marne-la-Vallee,France,,,,,2020-06-01,June 2020,Advances in Applied Mathematics,01968858,24556,10902074,Journal,117,,102019,,,,1,1,repositoryam,Green,,,
71,2-s2.0-85076991997,10.1016/j.ic.2019.104503,S0890540119301191,,Emptiness problems for distributed automata,ar,Article,Kuusisto A.,,Tampere University;Helsingin Yliopisto,Tampere;Helsinki,Finland;Finland,,,,,2020-06-01,June 2020,Information and Computation,08905401,25509,10902651,Journal,272,,104503,,,,0,0,repositoryam,Green,,,
