,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
10,2-s2.0-85090056424,10.1016/j.robot.2020.103602,S0921889020304425,,"Comparative study of self tuning, adaptive and multiplexing FTC strategies for successive failures in an Octorotor UAV",ar,Article,Hamadi H.,,Université Libanaise;Sorbonne Universite,Beirut;Paris,Lebanon;France,,,,,2020-11-01,November 2020,Robotics and Autonomous Systems,09218890,18079,,Journal,133,,103602,,,,3,0,repositoryam,Green,,,
11,2-s2.0-85087199527,10.1016/j.cor.2020.105039,S0305054820301568,,Effective neighborhood search with optimal splitting and adaptive memory for the team orienteering problem with time windows,ar,Article,Amarouche Y.,,Sorbonne Universite;Agence de l'Environnement et de la Maîtrise de l'Énergie (ADEME),Paris;Angers,France;France,,,,,2020-11-01,November 2020,Computers and Operations Research,03050548,24355,,Journal,123,,105039,,,,5,1,publisherfree2read,Bronze,,,
12,2-s2.0-85086638538,10.1016/j.measurement.2020.108077,S0263224120306151,,Autonomous pavement distress detection using ground penetrating radar and region-based deep learning,ar,Article,Gao J.,,Chang'an University;East China Jiaotong University;Chanba Ecological District Management Committee,Xi'an;Nanchang;Xi'an,China;China;China,,,,,2020-11-01,November 2020,Measurement: Journal of the International Measurement Confederation,02632241,15424,,Journal,164,,108077,,,,24,0,,,,,
13,2-s2.0-85099562257,10.1109/ISNCC49221.2020.9297208,,,Recent Advances on 5G Resource Allocation Problem using PD-NOMA,cp,Conference Paper,Ismail S.,,Université de Technologie de Compiègne;Universite Libanaise,Compiegne;,France;Czech Republic,,,,,2020-10-20,20 October 2020,"2020 International Symposium on Networks, Computers and Communications, ISNCC 2020",,21101034025,,Conference Proceeding,,,9297208,,,,0,0,repositoryvor,Green,,,
14,2-s2.0-85089901731,10.1016/j.conbuildmat.2020.120371,S095006182032376X,,Advances of deep learning applications in ground-penetrating radar: A survey,re,Review,Tong Z.,,Université de Technologie de Compiègne,Compiegne,France,,,,,2020-10-20,20 October 2020,Construction and Building Materials,09500618,24443,,Journal,258,,120371,,,,17,0,,,,,
15,2-s2.0-85083853351,10.1016/j.ejor.2020.03.079,S037722172030312X,,An O(n<sup>2</sup>) algorithm for time-bound adjustments for the cumulative scheduling problem,ar,Article,Carlier J.,,Sorbonne Universite,Paris,France,,,,,2020-10-16,16 October 2020,European Journal of Operational Research,03772217,22489,,Journal,286,2,,468-476,,,4,0,,,,,
16,2-s2.0-85097628743,10.1109/NoF50125.2020.9249218,,,An Efficient and Adaptive Configuration of IEEE 802.15.4 MAC for Communication Delay Optimisation,cp,Conference Paper,Aboubakar M.,,"CEA, Institut LIST",Palaiseau,France,,,,,2020-10-12,12 October 2020,"Proceedings of the 11th International Conference on Network of the Future, NoF 2020",,21101030396,,Conference Proceeding,,,9249218,1-7,,,2,0,,,,,
17,2-s2.0-85098893126,10.1109/SMC42975.2020.9283463,,,Towards the Privacy-Preserving of Online Recommender System in Collaborative Learning Environment,cp,Conference Paper,Tang Q.,,Sorbonne Universite,Paris,France,,,,,2020-10-11,11 October 2020,"Conference Proceedings - IEEE International Conference on Systems, Man and Cybernetics",1062922X,145097,,Conference Proceeding,2020-October,,9283463,1298-1303,,,0,0,,,,,
18,2-s2.0-85098851442,10.1109/SMC42975.2020.9282877,,,A Collaborative Working Environment as an ontology-based collaborative System of Information Systems,cp,Conference Paper,Li S.,,Université de Technologie de Compiègne,Compiegne,France,,,,,2020-10-11,11 October 2020,"Conference Proceedings - IEEE International Conference on Systems, Man and Cybernetics",1062922X,145097,,Conference Proceeding,2020-October,,9282877,800-805,,,1,0,repositoryam,Green,,,
19,2-s2.0-85090169177,10.1109/LRA.2020.3013856,,,Improved Data Association Using Buffered Pose Adjustment for Map-Aided Localization,ar,Article,Welte A.,,Université de Technologie de Compiègne,Compiegne,France,,,,,2020-10-01,October 2020,IEEE Robotics and Automation Letters,,21100900379,23773766,Journal,5,4,9158360,6334-6341,,,2,0,repositoryam,Green,,,
20,2-s2.0-85088230335,10.1016/j.ijar.2020.06.010,S0888613X20301894,,Modelling epistemic irrelevance with choice functions,ar,Article,Van Camp A.,,Université de Technologie de Compiègne,Compiegne,France,,,,,2020-10-01,October 2020,International Journal of Approximate Reasoning,0888613X,24286,,Journal,125,,,49-72,,,0,1,repositoryvor,Green,,,
21,2-s2.0-85088011001,10.1016/j.cemconcomp.2020.103716,S0958946520302237,,High-throughput design of fiber reinforced cement-based composites using deep learning,ar,Article,Tong Z.,,Chang'an University;Sorbonne Universite,Xi'an;Paris,China;France,,,,,2020-10-01,October 2020,Cement and Concrete Composites,09589465,23811,,Journal,113,,103716,,,,7,0,,,,,
22,2-s2.0-85099661786,10.1109/ITSC45102.2020.9294711,,,Robust linear control scheme for nonlinear aerial systems: An experimental study on disturbance rejection,cp,Conference Paper,Betancourt J.,,Université de Technologie de Compiègne,Compiegne,France,,,,,2020-09-20,20 September 2020,"2020 IEEE 23rd International Conference on Intelligent Transportation Systems, ITSC 2020",,21101034115,,Conference Proceeding,,,9294711,,,,1,0,,,,,
23,2-s2.0-85099653146,10.1109/ITSC45102.2020.9294687,,,Reactive drone pursuit and obstacle avoidance based in parallel navigation,cp,Conference Paper,Souza C.D.,,Université de Technologie de Compiègne,Compiegne,France,,,,,2020-09-20,20 September 2020,"2020 IEEE 23rd International Conference on Intelligent Transportation Systems, ITSC 2020",,21101034115,,Conference Proceeding,,,9294687,,,,0,0,,,,,
24,2-s2.0-85096620327,10.23919/SoftCOM50211.2020.9238158,,,Optimal Time Slot Allocation for Communicating Things Using Local Clocks,cp,Conference Paper,Mahamat M.,,Sorbonne Universite,Paris,France,,,,,2020-09-17,17 September 2020,"2020 28th International Conference on Software, Telecommunications and Computer Networks, SoftCOM 2020",,21101028317,,Conference Proceeding,,,9238158,,,,0,0,,,,,
25,2-s2.0-85100782615,10.1109/WETICE49692.2020.00063,,,Managing and recommending resources in web-based collaborative working environments,cp,Conference Paper,Li S.,,Université de Technologie de Compiègne,Compiegne,France,,,,,2020-09-01,September 2020,"Proceedings of the Workshop on Enabling Technologies: Infrastructure for Collaborative Enterprises, WETICE",15244547,120165,,Conference Proceeding,2020-September,,9338446,287-290,,,1,0,repositoryam,Green,,,
26,2-s2.0-85094980533,10.1109/ICUAS48674.2020.9213956,,,Collision-free path planning based on a genetic algorithm for quadrotor UAVs,cp,Conference Paper,Gutierrez-Martinez M.A.,,Universidad Autónoma de Nuevo León,San Nicolas de los Garza,Mexico,,,,,2020-09-01,September 2020,"2020 International Conference on Unmanned Aircraft Systems, ICUAS 2020",,21101024214,,Conference Proceeding,,,9213956,948-957,,,0,0,,,,,
27,2-s2.0-85094971817,10.1109/ICUAS48674.2020.9214053,,,Aerial following of a Non-holonomic Mobile Robot subject to Velocity Fields: A Case Study for Autonomous Vehicles Surveillance,cp,Conference Paper,Sanchez-Orta A.,,Research Center for Advanced Studies,Saltillo,Mexico,,,,,2020-09-01,September 2020,"2020 International Conference on Unmanned Aircraft Systems, ICUAS 2020",,21101024214,,Conference Proceeding,,,9214053,1093-1102,,,1,0,,,,,
28,2-s2.0-85094945406,10.1109/ICUAS48674.2020.9214061,,,Transition Flight Dynamics of a Dual Tilt-Wing UAV,cp,Conference Paper,Sanchez-Rivera L.M.,,Laboratoire Franco-Mexicain d'Informatique et d'Automatique (LAFMIA),Mexico City,Mexico,,,,,2020-09-01,September 2020,"2020 International Conference on Unmanned Aircraft Systems, ICUAS 2020",,21101024214,,Conference Proceeding,,,9214061,862-866,,,3,0,,,,,
29,2-s2.0-85092397895,10.3390/APP10186521,,,Robustness analysis for multi-agent consensus systems with application to DC motor synchronization,ar,Article,Olivares D.,,Tecnológico Nacional de México,Mexico City,Mexico,,,,,2020-09-01,September 2020,Applied Sciences (Switzerland),,21100829268,20763417,Journal,10,18,6521,,,,1,1,repositoryam,Green,,,
30,2-s2.0-85092196672,10.1109/MED48518.2020.9183117,,,Nonlinear model and control validation of a tilting quadcopter,cp,Conference Paper,Offermann A.,,Université de Technologie de Compiègne;Ginger CEBTP,Compiegne;Bethune,France;France,,,,,2020-09-01,September 2020,"2020 28th Mediterranean Conference on Control and Automation, MED 2020",,21101022990,,Conference Proceeding,,,9183117,50-55,,,1,0,,,,,
31,2-s2.0-85092195654,10.1109/MED48518.2020.9183146,,,Trajectory generation and tracking for phugoid maneuvers using a mini-airplane,cp,Conference Paper,Delbene A.,,Université de Technologie de Compiègne,Compiegne,France,,,,,2020-09-01,September 2020,"2020 28th Mediterranean Conference on Control and Automation, MED 2020",,21101022990,,Conference Proceeding,,,9183146,44-49,,,1,0,,,,,
32,2-s2.0-85087746864,10.1016/j.ijar.2020.06.008,S0888613X20301870,,An interval-valued utility theory for decision making with Dempster-Shafer belief functions,ar,Article,Denœux T.,,Institut Universitaire de France;Shanghai University;Université de Technologie de Compiègne,Paris;Shanghai;Compiegne,France;China;France,,,,,2020-09-01,September 2020,International Journal of Approximate Reasoning,0888613X,24286,,Journal,124,,,194-216,,,9,0,repositoryam,Green,,,
33,2-s2.0-85087418420,10.1080/03081079.2020.1778682,,,Unifying neighbourhood and distortion models: part I–new results on old models,ar,Article,Montes I.,,Universidad de Oviedo,Oviedo,Spain,,,,,2020-08-17,17 August 2020,International Journal of General Systems,03081079,12360,15635104,Journal,49,6,,602-635,,,7,0,repositoryam,Green,,,
34,2-s2.0-85087415693,10.1080/03081079.2020.1778683,,,Unifying neighbourhood and distortion models: part II–new models and synthesis,ar,Article,Montes I.,,Universidad de Oviedo,Oviedo,Spain,,,,,2020-08-17,17 August 2020,International Journal of General Systems,03081079,12360,15635104,Journal,49,6,,636-674,,,8,0,repositoryam,Green,,,
35,2-s2.0-85089887979,10.1109/TITS.2019.2930035,,,"Evidential-Based Approach for Trajectory Planning with Tentacles, for Autonomous Vehicles",ar,Article,Mouhagir H.,,Sorbonne Universite,Paris,France,,,,,2020-08-01,August 2020,IEEE Transactions on Intelligent Transportation Systems,15249050,18378,15580016,Journal,21,8,8788688,3485-3496,,,3,0,repositoryam,Green,,,
36,2-s2.0-85086141476,10.1016/j.conengprac.2020.104496,S0967066120301180,,Robust nonsingular fast terminal sliding-mode control for Sit-to-Stand task using a mobile lower limb exoskeleton,ar,Article,Hernández J.H.,,Centro de Investigacion y de Estudios Avanzados,Mexico City,Mexico,,,,,2020-08-01,August 2020,Control Engineering Practice,09670661,18174,,Journal,101,,104496,,,,12,0,repositoryam,Green,,,
37,2-s2.0-85083554396,10.1016/j.jnca.2020.102657,S1084804520301314,,Robust green Wireless Local Area Networks: A matheuristic approach,ar,Article,Garroppo R.G.,,Università di Pisa,Pisa,Italy,,,,,2020-08-01,1 August 2020,Journal of Network and Computer Applications,10848045,27277,10958592,Journal,163,,102657,,,,2,0,repositoryam,Green,,,
38,2-s2.0-85083345378,10.1016/j.ins.2020.04.014,S0020025520303145,,Calibrated model-based evidential clustering using bootstrapping,ar,Article,Denœux T.,,Institut Universitaire de France;Shanghai University;Université de Technologie de Compiègne,Paris;Shanghai;Compiegne,France;China;France,,,,,2020-08-01,August 2020,Information Sciences,00200255,15134,,Journal,528,,,17-45,,,5,1,repositoryam,Green,,,
39,2-s2.0-85080026479,10.1007/s10479-020-03540-9,,,A PSO based algorithm with an efficient optimal split procedure for the multiperiod vehicle routing problem with profit,ar,Article,El-Hajj R.,,Université Libanaise,Beirut,Lebanon,,,,,2020-08-01,1 August 2020,Annals of Operations Research,02545330,23090,15729338,Journal,291,1-2,,281-316,,,9,0,,,,,
40,2-s2.0-85078623125,10.1080/10447318.2019.1708612,,,User Acceptance of Virtual Reality: An Extended Technology Acceptance Model,ar,Article,Sagnier C.,,Université de Picardie Jules Verne,Amiens,France,,,,,2020-07-02,2 July 2020,International Journal of Human-Computer Interaction,10447318,19420,15327590,Journal,36,11,,993-1007,,,44,0,repositoryam,Green,,,
41,2-s2.0-85094177698,10.1109/ISCC50000.2020.9219697,,,Distributed Time Slots Assignment Protocol in Dynamic Networks,cp,Conference Paper,Lakhlef H.,,Sorbonne Universite,Paris,France,,,,,2020-07-01,July 2020,Proceedings - IEEE Symposium on Computers and Communications,15301346,18707,,Conference Proceeding,2020-July,,9219697,,,,1,0,repositoryam,Green,,,
42,2-s2.0-85094123040,10.1109/ISCC50000.2020.9219641,,,An Efficient and Anonymous Blockchain-Based Data Sharing Scheme for Vehicular Networks,cp,Conference Paper,Kouicem D.E.,,Université de Technologie de Compiègne,Compiegne,France,,,,,2020-07-01,July 2020,Proceedings - IEEE Symposium on Computers and Communications,15301346,18707,,Conference Proceeding,2020-July,,9219641,,,,2,0,,,,,
43,2-s2.0-85089590232,10.23919/ACC45564.2020.9147735,,,Effect of Roll Motion Control on Vehicle Lateral Stability and Rollover Avoidance,cp,Conference Paper,Chokor A.,,Sorbonne Universite,Paris,France,,,,,2020-07-01,July 2020,Proceedings of the American Control Conference,07431619,18692,,Conference Proceeding,2020-July,,9147735,4868-4874,,,0,0,repositoryvor,Green,,,
44,2-s2.0-85089311381,10.1109/JIOT.2020.2974618,,,Energy Efficiency in Security of 5G-Based IoT: An End-to-End Adaptive Approach,ar,Article,Hellaoui H.,,École nationale supérieure d'Informatique,Algiers,Algeria,,,,,2020-07-01,July 2020,IEEE Internet of Things Journal,,21100338350,23274662,Journal,7,7,9001075,6589-6602,,,12,0,repositoryam,Green,,,
45,2-s2.0-85084802883,10.1016/j.comcom.2020.05.018,S0140366419315543,,A collaborative caching strategy for content-centric enabled wireless sensor networks,ar,Article,Jaber G.,,Université de Technologie de Compiègne,Compiegne,France,,,,,2020-06-01,1 June 2020,Computer Communications,01403664,13681,1873703X,Journal,159,,,60-70,,,12,0,,,,,
46,2-s2.0-85082950812,10.1016/j.cose.2020.101786,S0167404820300717,,An accountable privacy-preserving scheme for public information sharing systems,ar,Article,Imine Y.,,Sorbonne Universite,Paris,France,,,,,2020-06-01,June 2020,Computers and Security,01674048,28898,,Journal,93,,101786,,,,3,0,,,,,
47,2-s2.0-85076366490,10.1080/10447318.2019.1698220,,,Adaptive Visual Assistance System for Enhancing the Driver Awareness of Pedestrians,ar,Article,Frémont V.,,CNRS Centre National de la Recherche Scientifique,Paris,France,,,,,2020-05-27,27 May 2020,International Journal of Human-Computer Interaction,10447318,19420,15327590,Journal,36,9,,856-869,,,2,0,repositoryam,Green,,,
48,2-s2.0-85084390624,10.18178/ijmerr.9.5.658-664,,,A maintenance cost optimization approach: Application on a mechanical bearing system,ar,Article,Louhichi R.,,Heudiasyc – Heuristique et Diagnostique des Systèmes Complexes,Compiegne,France,,,,,2020-05-01,1 May 2020,International Journal of Mechanical Engineering and Robotics Research,,21100788860,22780149,Journal,9,5,,658-664,,,5,1,repositoryvor,Green,,,
49,2-s2.0-85082558790,10.1122/1.5127801,,,Scission of flexible polymers in contraction flow: Predicting the effects of multiple passages,ar,Article,Garrepally S.,,Heudiasyc – Heuristique et Diagnostique des Systèmes Complexes;TOTAL S.A.,Compiegne;Paris,France;France,,,,,2020-05-01,1 May 2020,Journal of Rheology,01486055,14423,15208516,Journal,64,3,,601-614,,,8,0,repositoryam,Green,,,
50,2-s2.0-85076564395,10.1007/s10846-019-01062-6,,,Communicating Multi-UAV System for Cooperative SLAM-based Exploration,ar,Article,Mahdoui N.,,Sorbonne Universite,Paris,France,,,,,2020-05-01,1 May 2020,Journal of Intelligent and Robotic Systems: Theory and Applications,09210296,24360,15730409,Journal,98,2,,325-343,,,10,0,repositoryam,Green,,,
51,2-s2.0-85073967813,10.1007/s13177-019-00199-w,,,"Driver Drowsiness Measurement Technologies: Current Research, Market Solutions, and Challenges",ar,Article,Doudou M.,,Université de Technologie de Compiègne,Compiegne,France,,,,,2020-05-01,1 May 2020,International Journal of Intelligent Transportation Systems Research,13488503,19600157217,18688659,Journal,18,2,,297-319,,,18,0,,,,,
52,2-s2.0-85086754979,10.1109/NOMS47738.2020.9110297,,,Using Machine Learning to Estimate the Optimal Transmission Range for RPL Networks,cp,Conference Paper,Aboubakar M.,,Commissariat a L'Energie Atomique CEA,Gif-sur-Yvette,France,,,,,2020-04-01,April 2020,"Proceedings of IEEE/IFIP Network Operations and Management Symposium 2020: Management in the Age of Softwarization and Artificial Intelligence, NOMS 2020",,21101002785,,Conference Proceeding,,,9110297,,,,6,0,,,,,
53,2-s2.0-85084841949,10.25046/aj050251,,,Hybrid autogyro: Model and longitudinal control for wind gust energy conversion using autorotation,ar,Article,Santiago J.F.,,Centro de Investigacion y de Estudios Avanzados,Mexico City,Mexico,,,,,2020-04-01,April 2020,"Advances in Science, Technology and Engineering Systems",,21100898760,24156698,Journal,5,2,,393-398,,,0,1,publisherfullgold,Gold,,,
54,2-s2.0-85084796700,10.25046/aj050262,,,Interaction model and respect of rules to enhance collaborative brainstorming results,ar,Article,Gidel T.,,Sorbonne Universite,Paris,France,,,,,2020-04-01,April 2020,"Advances in Science, Technology and Engineering Systems",,21100898760,24156698,Journal,5,2,,484-493,,,1,1,repositoryam,Green,,,
55,2-s2.0-85081638807,10.1016/j.aei.2020.101050,S1474034620300197,,Agent-based management of support systems for distributed brainstorming,ar,Article,Kaeri Y.,,Mejiro University,Tokyo,Japan,,,,,2020-04-01,April 2020,Advanced Engineering Informatics,14740346,23640,,Journal,44,,101050,,,,5,1,repositoryvor,Green,,,
56,2-s2.0-85074845112,10.1007/s12555-018-0852-9,,,PD+SMC Quadrotor Control for Altitude and Crack Recognition Using Deep Learning,ar,Article,Vazquez-Nicolas J.M.,,Centro de Investigacion y de Estudios Avanzados,Mexico City,Mexico,,,,,2020-04-01,1 April 2020,"International Journal of Control, Automation and Systems",15986446,25479,20054092,Journal,18,4,,834-844,,,13,0,,,,,
57,2-s2.0-85081024695,10.1080/00207179.2018.1479075,,,Adaptive quaternion control of a 3-DOF inertial stabilised platforms,ar,Article,Cabarbaye A.,,Centro de Investigacion y de Estudios Avanzados;ISAE - SUPAERO,Mexico City;Toulouse,Mexico;France,,,,,2020-03-03,3 March 2020,International Journal of Control,00207179,12342,13665820,Journal,93,3,,473-482,,,2,0,,,,,
58,2-s2.0-85079358059,10.1017/aer.2019.149,S0001924019001490,,Active versus passive fault-tolerant control of a redundant multirotor UAV,ar,Article,Saied M.,,Sorbonne Universite,Paris,France,,,,,2020-03-01,1 March 2020,Aeronautical Journal,00019240,12444,,Journal,124,1273,,385-408,,,7,0,repositoryam,Green,,,
59,2-s2.0-85062152592,10.1007/s12652-019-01256-8,,,Interest-based trust management scheme for social internet of things,ar,Article,Talbi S.,,Université Mouloud Mammeri de Tizi Ouzou,Tizi Ouzou,Algeria,,,,,2020-03-01,1 March 2020,Journal of Ambient Intelligence and Humanized Computing,18685137,19400158593,18685145,Journal,11,3,,1129-1140,,,9,0,,,,,
60,2-s2.0-85074215898,10.1016/j.conbuildmat.2019.117352,S0950061819328041,,Pavement-distress detection using ground-penetrating radar and network in networks,ar,Article,Tong Z.,,Sorbonne Universite;Research and Development Center of Transport Industry of Technologies,Paris;Lanzhou,France;China,,,,,2020-02-10,10 February 2020,Construction and Building Materials,09500618,24443,,Journal,233,,117352,,,,24,0,,,,,
61,2-s2.0-85086717319,10.12989/csm.2020.9.1.047,,,Instability phenomena and their control in statics and dynamics: Application to deep and shallow truss and frame structures,ar,Article,Mejia-Nava R.A.,,Université de Technologie de Compiègne,Compiegne,France,,,,,2020-02-01,1 February 2020,Coupled Systems Mechanics,22342184,21100826245,22342192,Journal,9,1,,47-62,,,4,0,,,,,
62,2-s2.0-85075209211,10.1016/j.jisa.2019.102409,S2214212619302790,,Optimized in-network authentication against pollution attacks in software-defined-named data networking,ar,Article,Boussaha R.,,École nationale supérieure d'Informatique,Algiers,Algeria,,,,,2020-02-01,February 2020,Journal of Information Security and Applications,22142134,21100332403,22142126,Journal,50,,102409,,,,3,0,,,,,
63,2-s2.0-85072194450,10.1016/j.patcog.2019.107049,S0031320319303516,,A baseline regularization scheme for transfer learning with convolutional neural networks,ar,Article,Li X.,,Université de Technologie de Compiègne,Compiegne,France,,,,,2020-02-01,February 2020,Pattern Recognition,00313203,24823,,Journal,98,,107049,,,,19,1,repositoryam,Green,,,
64,2-s2.0-85076351868,10.1002/rnc.4777,,,Nonlinear control with integral sliding properties for circular aerial robot trajectory tracking: Real-time validation,ar,Article,Ibarra-Jimenez E.,,Sorbonne Universite,Paris,France,,,,,2020-01-25,25 January 2020,International Journal of Robust and Nonlinear Control,10498923,17987,10991239,Journal,30,2,,609-635,,,4,0,repositoryam,Green,,,
65,2-s2.0-85075556514,10.1016/j.jnca.2019.102480,S1084804519303406,,A versatile Key Management protocol for secure Group and Device-to-Device Communication in the Internet of Things,ar,Article,Kandi M.A.,,Sorbonne Universite,Paris,France,,,,,2020-01-15,15 January 2020,Journal of Network and Computer Applications,10848045,27277,10958592,Journal,150,,102480,,,,10,0,repositoryam,Green,,,
66,2-s2.0-85077912128,10.3390/s20020352,,31936382,Managing localization uncertainty to handle semantic lane information from geo-referenced maps in evidential occupancy grids,ar,Article,Yu C.,,Tsinghua University;Sorbonne Universite,Beijing;Paris,China;France,,,,,2020-01-02,2 January 2020,Sensors (Switzerland),14248220,130124,,Journal,20,2,352,,,,3,1,repositoryam,Green,,,
67,2-s2.0-85110380986,,,,Avenues for future research on predictive maintenance purposes in terms of risk minimization,cp,Conference Paper,Louhichi R.,,Université de Technologie de Compiègne,Compiegne,France,,,,,2020-01-01,2020,"30th European Safety and Reliability Conference, ESREL 2020 and 15th Probabilistic Safety Assessment and Management Conference, PSAM 2020",,21101052804,,Conference Proceeding,,,,3461-3468,,,0,0,,,,,
68,2-s2.0-85110346317,,,,Allocating imprecise safety targets in satellite-based localization systems used in railway signaling operations,cp,Conference Paper,Sassi I.,,FCS Railenium,Famars,France,,,,,2020-01-01,2020,"30th European Safety and Reliability Conference, ESREL 2020 and 15th Probabilistic Safety Assessment and Management Conference, PSAM 2020",,21101052804,,Conference Proceeding,,,,913-920,,,0,0,,,,,
69,2-s2.0-85107816284,10.1016/j.ifacol.2020.12.2425,S2405896320331074,,Performance–guaranteed consensus control inspired by the mammalian limbic system for a class of nonlinear multi-agents,cp,Conference Paper,Scola I.R.,,Universidad Nacional de Rosario;Texas AandM University-Corpus Christi,Rosario;Corpus Christi,Argentina;United States,,,,,2020-01-01,2020,IFAC-PapersOnLine,,21100456158,24058963,Conference Proceeding,53,,,9496-9501,,,0,1,publisherfree2read,Bronze,,,
70,2-s2.0-85107754584,10.1016/j.ifacol.2020.12.2392,S2405896320330639,,Cylindrical bounded quaternion control for tracking and surrounding a ground target using UAVs,cp,Conference Paper,Abaunza H.,,Sorbonne Universite,Paris,France,,,,,2020-01-01,2020,IFAC-PapersOnLine,,21100456158,24058963,Conference Proceeding,53,,,9354-9359,,,0,1,publisherfree2read,Bronze,,,
