,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
10,2-s2.0-85099875553,10.1109/CDC42340.2020.9304070,,,Robust Output Feedback MPC: An Interval-Observer Approach,cp,Conference Paper,De Souza A.R.,,Université de Lille,Lille,France,,,,,2020-12-14,14 December 2020,Proceedings of the IEEE Conference on Decision and Control,07431546,87424,25762370,Conference Proceeding,2020-December,,9304070,2529-2534,,,0,0,repositoryam,Green,,,
11,2-s2.0-85102493313,10.1109/WIFS49906.2020.9360884,,,Synchronization Minimizing Statistical Detectability for Side-Informed JPEG Steganography,cp,Conference Paper,Giboulot Q.,,Troyes University of Technology,,,,,,,2020-12-06,6 December 2020,"2020 IEEE International Workshop on Information Forensics and Security, WIFS 2020",,21101039836,,Conference Proceeding,,,9360884,,,,2,0,repositoryam,Green,,,
12,2-s2.0-85101481198,10.1109/WIFS49906.2020.9360896,,,ALASKA#2: Challenging Academic Research on Steganalysis with Realistic Images,cp,Conference Paper,Cogranne R.,,Troyes University of Technology,Troyes,France,,,,,2020-12-06,6 December 2020,"2020 IEEE International Workshop on Information Forensics and Security, WIFS 2020",,21101039836,,Conference Proceeding,,,9360896,,,,15,0,repositoryvor,Green,,,
13,2-s2.0-85107876682,10.1093/bioinformatics/btaa1054,,,Minimally overlapping words for sequence similarity search,ar,Article,Frith M.C.,,The University of Tokyo;National Institute of Advanced Industrial Science and Technology;Waseda University,Tokyo;Tsukuba;Tokyo,Japan;Japan;Japan,,,,,2020-12-01,1 December 2020,Bioinformatics,13674803,17945,14602059,Journal,36,22-23,,5344-5350,,,2,1,repositoryam,Green,,,
14,2-s2.0-85102658893,10.3390/en13246556,,,Generic dynamical model of PEM electrolyser under intermittent sources,ar,Article,Sood S.,,Université de Lille,Lille,France,,,,,2020-12-01,December 2020,Energies,,62932,19961073,Journal,13,24,en13246556,,,,7,1,repositoryam,Green,,,
15,2-s2.0-85100002706,10.1109/AIVR50618.2020.00012,,,Attention Estimation in Virtual Reality with EEG based Image Regression,cp,Conference Paper,Delvigne V.,,"Centre de Recherche en Informatique, Signal et Automatique de Lille ( CRISTAL );Université de Mons",Villeneuve-d'Ascq;Mons,France;Belgium,,,,,2020-12-01,December 2020,"Proceedings - 2020 IEEE International Conference on Artificial Intelligence and Virtual Reality, AIVR 2020",,21101034423,,Conference Proceeding,,,9319046,10-16,,,0,0,repositoryam,Green,,,
16,2-s2.0-85099931974,10.31620/JCCC.12.20/18,,,AN ANALYTICAL STUDY ON IMPULSE BUYING FOR ONLINE SHOPPING DURING COVID-19,ar,Article,Chauhan S.,,"Prestige Institute Of Management, Gwalior;Jiwaji University",Gwalior;Gwalior,India;India,,,,,2020-12-01,December 2020,"Journal of Content, Community and Communication",23957514,21100868095,24569011,Journal,12,,,198-209,,,7,1,publisherfree2read,Bronze,,,
17,2-s2.0-85099714341,10.1109/SSCI47803.2020.9308278,,,Geometric deep reinforcement learning for dynamic DAG scheduling,cp,Conference Paper,Grinsztajn N.,,Université de Lille,Lille,France,,,,,2020-12-01,1 December 2020,"2020 IEEE Symposium Series on Computational Intelligence, SSCI 2020",,21101034124,,Conference Proceeding,,,9308278,258-265,,,0,0,repositoryam,Green,,,
18,2-s2.0-85099688413,10.1109/SSCI47803.2020.9308603,,,HIGhER: Improving instruction following with Hindsight Generation for Experience Replay,cp,Conference Paper,Cideron G.,,Université de Lille,Lille,France,,,,,2020-12-01,1 December 2020,"2020 IEEE Symposium Series on Computational Intelligence, SSCI 2020",,21101034124,,Conference Proceeding,,,9308603,225-232,,,1,0,repositoryam,Green,,,
19,2-s2.0-85099683591,10.1109/SSCI47803.2020.9308355,,,Automating the Design of Efficient Distributed Behaviours for a Swarm of UAVs,cp,Conference Paper,Duflo G.,,University of Luxembourg,Esch-sur-Alzette,Luxembourg,,,,,2020-12-01,1 December 2020,"2020 IEEE Symposium Series on Computational Intelligence, SSCI 2020",,21101034124,,Conference Proceeding,,,9308355,489-496,,,3,0,,,,,
20,2-s2.0-85098292465,10.3390/cancers12123852,,,Prospective study of intensity-modulated radiation therapy for locally advanced breast cancer,ar,Article,Bataille B.,,Academic Department of Radiation Oncology,Lille,France,,,,,2020-12-01,December 2020,Cancers,,19700188419,20726694,Journal,12,12,3852,1-13,,,0,1,repositoryvor,Green,,,
21,2-s2.0-85097446927,10.1109/TEVC.2019.2940828,,,Landscape-Aware Performance Prediction for Evolutionary Multiobjective Optimization,ar,Article,Liefooghe A.,,Université de Lille,Lille,France,,,,,2020-12-01,December 2020,IEEE Transactions on Evolutionary Computation,1089778X,25037,19410026,Journal,24,6,8832171,1063-1077,,,8,0,repositoryam,Green,,,
22,2-s2.0-85096653035,10.1016/j.ast.2020.106339,S127096382031021X,,"Overview of Gaussian process based multi-fidelity techniques with variable relationship between fidelities, application to aerospace systems",ar,Article,Brevault L.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-12-01,December 2020,Aerospace Science and Technology,12709638,12507,,Journal,107,,106339,,,,7,1,repositoryam,Green,,,
23,2-s2.0-85096508745,10.1259/bjr.20200256,,32970478,A comparison of two modalities of stereotactic body radiation therapy for peripheral early-stage non-small cell lung cancer: Results of a prospective French study,ar,Article,Claude L.,,Le Centre Régional de Lutte Contre le Cancer Léon Bérard,Lyon,France,,,,,2020-12-01,1 December 2020,British Journal of Radiology,00071285,16576,1748880X,Journal,93,1116,20200256,,,,2,0,repositoryvor,Green,,,
24,2-s2.0-85095764335,10.1016/j.bulcan.2020.09.011,S0007455120304094,33160607,What's new in the management of meningeal solitary fibrous tumor/hemangiopericytoma?,sh,Short Survey,Lottin M.,,CHU Amiens Picardie,Amiens,France,,,,,2020-12-01,December 2020,Bulletin du Cancer,00074551,28771,17696917,Journal,107,12,,1260-1273,,,0,0,,,,,
25,2-s2.0-85092024437,10.1016/j.dib.2020.106334,S2352340920312270,,“Tour de France” data for the improvement of energy consumption in devices powered by limited energy sources,dp,Data Paper,Ibrahim H.K.,,Université de Lille;Université Mohammed Premier Oujda,Lille;Oujda,France;Morocco,,,,,2020-12-01,December 2020,Data in Brief,,21100372856,23523409,Journal,33,,106334,,,,0,1,repositoryam,Green,,,
26,2-s2.0-85091972205,10.1016/j.conengprac.2020.104636,S0967066120302069,,"Advanced passivity-based, aging-tolerant control for a fuel cell/super-capacitor hybrid system",ar,Article,Kong S.,,Université de Technologie de Belfort-Montbéliard,Belfort,France,,,,,2020-12-01,December 2020,Control Engineering Practice,09670661,18174,,Journal,105,,104636,,,,7,1,repositoryam,Green,,,
27,2-s2.0-85091674044,10.1016/j.automatica.2020.109275,S000510982030474X,,Discrete-time homogeneity: Robustness and approximation,ar,Article,Sanchez T.,,Université de Lille,Lille,France,,,,,2020-12-01,December 2020,Automatica,00051098,24909,,Journal,122,,109275,,,,2,1,repositoryam,Green,,,
28,2-s2.0-85091335557,10.1016/j.automatica.2020.109227,S0005109820304258,,Dissipative stabilization of linear systems with time-varying general distributed delays,ar,Article,Feng Q.,,"Centre de Recherche en Informatique, Signal et Automatique de Lille ( CRISTAL )",Villeneuve-d'Ascq,France,,,,,2020-12-01,December 2020,Automatica,00051098,24909,,Journal,122,,109227,,,,3,1,publisherfree2read,Bronze,,,
29,2-s2.0-85088829973,10.1109/TAC.2020.2969718,,,Robust Feedback Stabilization of Linear MIMO Systems Using Generalized Homogenization,ar,Article,Zimenko K.,,"Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO",Saint Petersburg,Russian Federation,,,,,2020-12-01,December 2020,IEEE Transactions on Automatic Control,00189286,17339,15582523,Journal,65,12,8970499,5429-5436,,,13,0,repositoryam,Green,,,
30,2-s2.0-85088130241,10.1016/j.future.2020.07.005,S0167739X19308635,,Evolution Control for parallel ANN-assisted simulation-based optimization application to Tuberculosis Transmission Control,ar,Article,Briffoteaux G.,,Université de Lille;Université de Mons,Lille;Mons,France;Belgium,,,,,2020-12-01,December 2020,Future Generation Computer Systems,0167739X,12264,,Journal,113,,,454-467,,,2,0,repositoryam,Green,,,
31,2-s2.0-85087736690,10.1038/s41598-020-68209-6,,32641798,Stereotactic irradiation of non-small cell lung cancer brain metastases: evaluation of local and cerebral control in a large series,ar,Article,Fessart E.,,Centre Oscar Lambret,Lille,France,,,,,2020-12-01,1 December 2020,Scientific Reports,,21100200805,20452322,Journal,10,1,11201,,,,1,1,repositoryvor,Green,,,
32,2-s2.0-85085689048,10.1186/s13634-020-00675-6,,,A survey of Monte Carlo methods for parameter estimation,re,Review,Luengo D.,,Universidad Politécnica de Madrid,Madrid,Spain,,,,,2020-12-01,1 December 2020,Eurasip Journal on Advances in Signal Processing,16876172,15300154801,16876180,Journal,2020,1,25,,,,16,1,repositoryam,Green,,,
33,2-s2.0-85084150500,10.1038/s41598-020-64370-0,,32355272,Genetic basis for virulence differences of various Cryptosporidium parvum carcinogenic isolates,ar,Article,Audebert C.,,Institut Pasteur Lille;Gènes Diffusion,Lille;Douai,France;France,,,,,2020-12-01,1 December 2020,Scientific Reports,,21100200805,20452322,Journal,10,1,7316,,,,2,1,repositoryvor,Green,,,
34,2-s2.0-85056707938,10.1109/MITS.2018.2879165,,,Improved Outdoor Localization Based on Weighted Kullback-Leibler Divergence for Measurements Diagnosis,ar,Article,Al Hage J.,,Université de Technologie de Compiègne,Compiegne,France,,,,,2020-12-01,Winter 2020,IEEE Intelligent Transportation Systems Magazine,19391390,18300156720,19411197,Journal,12,4,8538873,41-56,,,4,0,repositoryam,Green,,,
35,2-s2.0-85099306473,10.1109/IPTA50016.2020.9286692,,,Frame-based reflectance estimation from multispectral images for weed identification in varying illumination conditions,cp,Conference Paper,Amziane A.,,Université de Lille,Lille,France,,,,,2020-11-09,9 November 2020,"2020 10th International Conference on Image Processing Theory, Tools and Applications, IPTA 2020",,21101033874,,Conference Proceeding,,,9286692,,,,2,0,,,,,
36,2-s2.0-85099219824,10.1109/EDiS49545.2020.9296446,,,Task and Communication Allocation for Real-time Tasks to Networks-on-Chip Multiprocessors,cp,Conference Paper,Benchehida C.,,Université Oran,Oran,Algeria,,,,,2020-11-03,3 November 2020,"2020 2nd International Conference on Embedded and Distributed Systems, EDiS 2020",,21101033821,,Conference Proceeding,,,9296446,9-14,,,0,0,repositoryam,Green,,,
37,2-s2.0-85088864035,10.1016/j.compchemeng.2020.107030,S0098135420301423,,Robust adaptive estimation in the competitive chemostat,ar,Article,Reis de Souza A.,,Université de Lille,Lille,France,,,,,2020-11-02,2 November 2020,Computers and Chemical Engineering,00981354,24600,,Journal,142,,107030,,,,0,1,repositoryam,Green,,,
38,2-s2.0-85101456698,10.1109/FG47880.2020.00054,,,Modelling the Statistics of Cyclic Activities by Trajectory Analysis on the Manifold of Positive-Semi-Definite Matrices,cp,Conference Paper,Celozzi E.M.,,Università degli Studi di Firenze,Florence,Italy,,,,,2020-11-01,November 2020,"Proceedings - 2020 15th IEEE International Conference on Automatic Face and Gesture Recognition, FG 2020",,21101038831,,Conference Proceeding,,,9320198,351-355,,,0,0,repositoryam,Green,,,
39,2-s2.0-85098776610,10.1109/ICTAI50040.2020.00027,,,An Enhanced NSGA-II for Multiobjective UAV Path Planning in Urban Environments,cp,Conference Paper,Ghambari S.,,Universite de Haute Alsace,Mulhouse,France,,,,,2020-11-01,November 2020,"Proceedings - International Conference on Tools with Artificial Intelligence, ICTAI",10823409,145117,,Conference Proceeding,2020-November,,9288281,106-111,,,3,0,,,,,
40,2-s2.0-85098774895,10.1109/ICTAI50040.2020.00187,,,Automatic Configuration of Multi-Thread Local Search: Preliminary Results on Bi-objective TSP,cp,Conference Paper,Szczepanski N.,,Université de Lille,Lille,France,,,,,2020-11-01,November 2020,"Proceedings - International Conference on Tools with Artificial Intelligence, ICTAI",10823409,145117,,Conference Proceeding,2020-November,,9288243,1241-1248,,,0,0,,,,,
41,2-s2.0-85095949146,10.3390/electronics9111888,,,Rate-invariant modeling in lie algebra for activity recognition,ar,Article,Boujebli M.,,Ecole Nationale des Sciences de l'Informatique,Manouba,Tunisia,,,,,2020-11-01,November 2020,Electronics (Switzerland),,21100829272,20799292,Journal,9,11,1888,1-16,,,1,1,publisherfullgold,Gold,,,
42,2-s2.0-85094861707,10.1109/TSG.2020.2998810,,,Non-Linear Primary Control Mapping for Droop-Like Behavior of Microgrid Systems,ar,Article,Legry M.,,Université de Lille,Lille,France,,,,,2020-11-01,November 2020,IEEE Transactions on Smart Grid,19493053,19700170610,19493061,Journal,11,6,9104752,4604-4613,,,3,0,repositoryvor,Green,,,
43,2-s2.0-85093820367,10.1080/00207179.2020.1829850,,,Special issue on interval estimation applied to diagnosis and control of uncertain systems,ed,Editorial,Raïssi T.,,Conservatoire National des Arts et Metiers,Paris,France,,,,,2020-11-01,1 November 2020,International Journal of Control,00207179,12342,13665820,Journal,93,11,,2525-2527,,,2,1,publisherfree2read,Bronze,,,
44,2-s2.0-85089747686,10.1007/s00200-020-00451-x,,,Computing the equisingularity type of a pseudo-irreducible polynomial,ar,Article,Poteaux A.,,Université de Lille,Lille,France,,,,,2020-11-01,1 November 2020,"Applicable Algebra in Engineering, Communications and Computing",09381279,28048,,Journal,31,5-6,,435-460,,,0,0,repositoryam,Green,,,
45,2-s2.0-85089566799,10.1007/s10822-020-00336-8,,32812076,Monomer structure fingerprints: an extension of the monomer composition version for peptide databases,ar,Article,Abdo A.,,Hodeidah University;Université de Lille,Al Hudaydah;Lille,Yemen;France,,,,,2020-11-01,1 November 2020,Journal of Computer-Aided Molecular Design,0920654X,24619,15734951,Journal,34,11,,1147-1156,,,0,0,,,,,
46,2-s2.0-85086592894,10.1016/j.mechmachtheory.2020.103978,S0094114X20301993,,A Learning Framework to inverse kinematics of high DOF redundant manipulators,ar,Article,Jiokou Kouabon A.G.,,Université de Yaoundé I,Yaounde,Cameroon,,,,,2020-11-01,November 2020,Mechanism and Machine Theory,0094114X,21094,,Journal,153,,103978,,,,9,0,,,,,
47,2-s2.0-85084696913,10.1016/j.ejor.2020.04.024,S0377221720303581,,A branch-and-cut algorithm for the generalized traveling salesman problem with time windows,ar,Article,Yuan Y.,,Université de Lille,Lille,France,,,,,2020-11-01,1 November 2020,European Journal of Operational Research,03772217,22489,,Journal,286,3,,849-866,,,10,1,repositoryam,Green,,,
48,2-s2.0-85081375140,10.1016/j.ejcon.2020.02.002,S0947358019302572,,Design of L<inf>2</inf> stable fixed-order decentralised controllers in a network of sampled-data systems with time-delays,ar,Article,Dileep D.,,Université de Lille;KU Leuven;INRIA Institut National de Recherche en Informatique et en Automatique,Lille;3000 Leuven;Le Chesnay,France;Belgium;France,,,,,2020-11-01,November 2020,European Journal of Control,09473580,25406,,Journal,56,,,73-85,,,1,0,repositoryam,Green,,,
49,2-s2.0-85066993310,10.1002/asjc.2137,,,Leader-following consensus of heterogenous fractional-order multi-agent systems under input delays,ar,Article,Hu W.,,"Centre de Recherche en Informatique, Signal et Automatique de Lille ( CRISTAL )",Villeneuve-d'Ascq,France,,,,,2020-11-01,November 2020,Asian Journal of Control,15618625,12221,19346093,Journal,22,6,,2217-2228,,,2,0,,,,,
50,2-s2.0-85100134013,10.1109/GOL49479.2020.9314734,,,Kriging-Based Multi-objective Infill Criterion using NSGA-III for Expensive Black-Box Functions,cp,Conference Paper,Karim L.R.,,Mohammed V University in Rabat,Rabat,Morocco,,,,,2020-10-28,28 October 2020,"Proceedings - 2020 5th International Conference on Logistics Operations Management, GOL 2020",,21101034461,,Conference Proceeding,,,9314734,,,,0,0,,,,,
51,2-s2.0-85099233136,10.1145/3395035.3425219,,,Preliminary study of the perception of emotions expressed by virtual agents in the context of Parkinson's disease,cp,Conference Paper,Dussard C.,,Université de Lille,Lille,France,,,,,2020-10-25,25 October 2020,ICMI 2020 Companion - Companion Publication of the 2020 International Conference on Multimodal Interaction,,21101033805,,Conference Proceeding,,,,457-461,,,0,0,repositoryvor,Green,,,
52,2-s2.0-85096700824,10.1145/3395035.3425191,,,Unsupervised learning method for exploring students' mental stress in medical simulation training,cp,Conference Paper,Wu Y.,,Université de Lille,Lille,France,,,,,2020-10-25,25 October 2020,ICMI 2020 Companion - Companion Publication of the 2020 International Conference on Multimodal Interaction,,21101033805,,Conference Proceeding,,,,165-170,,,2,0,,,,,
53,2-s2.0-85080120750,10.1002/cpe.5710,,,A parallel generator of non-Hermitian matrices computed from given spectra,cp,Conference Paper,Wu X.,,Maison de la Simulation;Université de Lille,Gif-sur-Yvette;Lille,France;France,,,,,2020-10-25,25 October 2020,Concurrency and Computation: Practice and Experience,15320626,27871,15320634,Journal,32,20,e5710,,,,1,0,repositoryam,Green,,,
54,2-s2.0-85096988556,10.1145/3379337.3415883,,,Interaction interferences: Implications of last-instant system state changes,cp,Conference Paper,Schmid P.,,Université de Lille,Lille,France,,,,,2020-10-20,20 October 2020,UIST 2020 - Proceedings of the 33rd Annual ACM Symposium on User Interface Software and Technology,,21101029460,,Conference Proceeding,,,3415883,516-528,,,0,0,repositoryam,Green,,,
55,2-s2.0-85096960121,10.1145/3379337.3415833,,,Modeling and reducing spatial jitter caused by asynchronous input and output rates,cp,Conference Paper,Antoine A.,,Université de Lille;INRIA Institut National de Recherche en Informatique et en Automatique;CNRS Centre National de la Recherche Scientifique;Google LLC;Centrale Lille,Lille;Le Chesnay;Paris;Mountain View;Lille,France;France;France;United States;France,,,,,2020-10-20,20 October 2020,UIST 2020 - Proceedings of the 33rd Annual ACM Symposium on User Interface Software and Technology,,21101029460,,Conference Proceeding,,,3415833,869-881,,,1,1,repositoryam,Green,,,
56,2-s2.0-85096778882,10.1145/3417990.3422002,,,"Papyrus for gamers, let's play modeling",cp,Conference Paper,Bucchiarone A.,,Bruno Kessler Foundation,Trento,Italy,,,,,2020-10-16,16 October 2020,"Proceedings - 23rd ACM/IEEE International Conference on Model Driven Engineering Languages and Systems, MODELS-C 2020 - Companion Proceedings",,21101028544,,Conference Proceeding,,,,21-25,,,1,0,,,,,
57,2-s2.0-85095969576,10.1145/3424911.3425515,,,"On local keys, modulations, and tonicizations: A dataset and methodology for evaluating changes of key",cp,Conference Paper,Nápoles López N.,,"Centre Interdisciplinaire de Recherche en Musique, Médias et Technologie",Montreal,Canada,,,,,2020-10-16,16 October 2020,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,,18-26,,,0,0,repositoryvor,Green,,,
58,2-s2.0-85083895615,10.1016/j.ejor.2020.03.056,S0377221720302861,,A Benders decomposition-based approach for logistics service network design,ar,Article,Belieres S.,,Laboratoire d'Analyse et d'Architecture des Systemes,Toulouse,France,,,,,2020-10-16,16 October 2020,European Journal of Operational Research,03772217,22489,,Journal,286,2,,523-537,,,6,0,repositoryam,Green,,,
59,2-s2.0-85092110412,10.1049/iet-cta.2019.1162,,,Mixed H<inf>2</inf>/H<inf>∞</inf> control of delayed Markov jump linear systems,ar,Article,Mei W.,,Université de Lille;Nara Institute of Science and Technology;Osaka University,Lille;Ikoma;Suita,France;Japan;Japan,,,,,2020-10-15,15 October 2020,IET Control Theory and Applications,17518644,5100155079,17518652,Journal,14,15,,2076-2083,,,2,1,publisherfree2read,Bronze,,,
60,2-s2.0-85098879115,10.1109/SMC42975.2020.9283316,,,Generic agent-based optimization framework to solve combinatorial problems,cp,Conference Paper,Ajmi F.,,"Centre de Recherche en Informatique, Signal et Automatique de Lille ( CRISTAL )",Villeneuve-d'Ascq,France,,,,,2020-10-11,11 October 2020,"Conference Proceedings - IEEE International Conference on Systems, Man and Cybernetics",1062922X,145097,,Conference Proceeding,2020-October,,9283316,950-956,,,1,0,repositoryam,Green,,,
61,2-s2.0-85098875694,10.1109/SMC42975.2020.9283483,,,An improved evidence theory-based trust model for multiagent resource allocation,cp,Conference Paper,Wang N.,,Université de Lille,Lille,France,,,,,2020-10-11,11 October 2020,"Conference Proceedings - IEEE International Conference on Systems, Man and Cybernetics",1062922X,145097,,Conference Proceeding,2020-October,,9283483,600-607,,,2,0,repositoryam,Green,,,
62,2-s2.0-85094980467,10.1145/3379503.3403549,,,STAT: Subtle typing around the thigh for head-mounted displays,cp,Conference Paper,Henderson J.,,David R. Cheriton School of Computer Science,Waterloo,Canada,,,,,2020-10-05,5 October 2020,"Conference Proceedings - 22nd International Conference on Human-Computer Interaction with Mobile Devices and Services: Expanding the Horizon of Mobile Interaction, MobileHCI 2020",,21101024219,,Conference Proceeding,,,3403549,,,,0,0,,,,,
63,2-s2.0-85094958424,10.1145/3379503.3403552,,,Investigating performance and usage of input methods for soft keyboard hotkeys,cp,Conference Paper,Fennedy K.,,Singapore University of Technology and Design,,Singapore,,,,,2020-10-05,5 October 2020,"Conference Proceedings - 22nd International Conference on Human-Computer Interaction with Mobile Devices and Services: Expanding the Horizon of Mobile Interaction, MobileHCI 2020",,21101024219,,Conference Proceeding,,,3403552,,,,0,0,repositoryam,Green,,,
64,2-s2.0-85060491042,10.1080/00207179.2019.1566636,,,Observer-based output consensus of leader-following fractional-order heterogeneous nonlinear multi-agent systems,ar,Article,Wen G.,,Beijing Jiaotong University,Beijing,China,,,,,2020-10-02,2 October 2020,International Journal of Control,00207179,12342,13665820,Journal,93,10,,2516-2524,,,11,0,,,,,
65,2-s2.0-85058193371,10.1080/00207179.2018.1554268,,,Design of robust decentralised controllers for MIMO plants with delays through network structure exploitation,ar,Article,Dileep D.,,KU Leuven,3000 Leuven,Belgium,,,,,2020-10-02,2 October 2020,International Journal of Control,00207179,12342,13665820,Journal,93,10,,2275-2289,,,3,0,repositoryam,Green,,,
66,2-s2.0-85098548161,10.1145/3377812.3382151,,,RTj: A Java Framework for Detecting and Refactoring Rotten Green Test Cases,cp,Conference Paper,Martinez M.,,Université Polytechnique Hauts-de-France,Valenciennes,France,,,,,2020-10-01,October 2020,"Proceedings - 2020 ACM/IEEE 42nd International Conference on Software Engineering: Companion, ICSE-Companion 2020",,21101033144,,Conference Proceeding,,,9270354,69-72,,,0,0,,,,,
67,2-s2.0-85098478892,10.1109/ICCAD49821.2020.9260505,,,Robust Fault Diagnosis of Hybrid Systems with Interval-Valued Uncertainties using Hybrid Bond Graph,cp,Conference Paper,Lounici Y.,,Université de Lille;Université de Boumerdes,Lille;Boumerdes,France;Algeria,,,,,2020-10-01,October 2020,"2020 International Conference on Control, Automation and Diagnosis, ICCAD 2020 - Proceedings",,21101033115,,Conference Proceeding,,,9260505,,,,0,0,,,,,
68,2-s2.0-85094166348,10.1109/TMECH.2020.2974057,,,Robotized Additive Manufacturing of Funicular Architectural Geometries Based on Building Materials,ar,Article,Lakhal O.,,Université de Lille,Lille,France,,,,,2020-10-01,October 2020,IEEE/ASME Transactions on Mechatronics,10834435,19113,1941014X,Journal,25,5,8999505,2387-2397,,,3,0,,,,,
69,2-s2.0-85092599577,10.1109/TNNLS.2019.2947244,,31725395,Automatic Analysis of Facial Expressions Based on Deep Covariance Trajectories,ar,Article,Otberdout N.,,Faculté des Sciences Rabat,Rabat,Morocco,,,,,2020-10-01,October 2020,IEEE Transactions on Neural Networks and Learning Systems,2162237X,21100235616,21622388,Journal,31,10,8901420,3892-3905,,,8,0,repositoryam,Green,,,
