,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
10,2-s2.0-85083653275,10.1002/fld.4836,,,Interaction of a deformable solid with two-phase flows: An Eulerian-based numerical model for fluid-structure interaction using the level contour reconstruction method,ar,Article,Shin S.,,Hongik University,Seoul,South Korea,,,,,2020-11-01,1 November 2020,International Journal for Numerical Methods in Fluids,02712091,18534,10970363,Journal,92,11,,1478-1505,,,2,0,repositoryam,Green,,,
11,2-s2.0-85083090767,10.1007/s10494-020-00125-1,,,An Accurate Sharp Interface Method for Two-Phase Compressible Flows at Low-Mach Regime,ar,Article,Zou Z.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-11-01,November 2020,"Flow, Turbulence and Combustion",13866184,21322,15731987,Journal,105,4,,1413-1444,,,1,0,,,,,
12,2-s2.0-85096603736,10.1145/3385959.3424278,,,Towards a Specification Language for Spatial User Interaction,cp,Conference Paper,Chaoui K.,,École nationale supérieure d'Informatique,Algiers,Algeria,,,,,2020-10-31,31 October 2020,Proceedings - SUI 2020: ACM Symposium on Spatial User Interaction,,21101028338,,Conference Proceeding,,,,,,,0,0,,,,,
13,2-s2.0-85099241763,10.1145/3395035.3425224,,,Children as candidates to verbal nudging in a human-robot experiment,cp,Conference Paper,Ali Mehenni H.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-10-25,25 October 2020,ICMI 2020 Companion - Companion Publication of the 2020 International Conference on Multimodal Interaction,,21101033805,,Conference Proceeding,,,,482-486,,,0,0,,,,,
14,2-s2.0-85096715153,10.1145/3382507.3418843,,,The WoNoWa Dataset: Investigating the Transactive Memory System in Small Group Interactions,cp,Conference Paper,Biancardi B.,,Institut Polytechnique de Paris,Palaiseau,France,,,,,2020-10-21,21 October 2020,ICMI 2020 - Proceedings of the 2020 International Conference on Multimodal Interaction,,21101028402,,Conference Proceeding,,,,528-537,,,2,0,,,,,
15,2-s2.0-85096672085,10.1145/3382507.3420059,,,Social Affective Multimodal Interaction for Health,cp,Conference Paper,Tanaka H.,,Nara Institute of Science and Technology,Ikoma,Japan,,,,,2020-10-21,21 October 2020,ICMI 2020 - Proceedings of the 2020 International Conference on Multimodal Interaction,,21101028402,,Conference Proceeding,,,,893-894,,,1,0,,,,,
16,2-s2.0-85096969317,10.1145/3383652.3423859,,,An intimate virtual counselor for a better user experience,cp,Conference Paper,Potdevin D.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-10-20,20 October 2020,"Proceedings of the 20th ACM International Conference on Intelligent Virtual Agents, IVA 2020",,21101029466,,Conference Proceeding,,,,,,,0,0,repositoryvor,Green,,,
17,2-s2.0-85091349464,10.1080/10618562.2020.1819535,,,On the Behaviour of High-Order One-Step Monotonicity-Preserving Scheme for Direct Numerical Simulation of Shocked Turbulent Flows,ar,Article,Ben Hassan Saïdi I.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-10-20,November 2020,International Journal of Computational Fluid Dynamics,10618562,14393,10290257,Journal,34,9,,671-704,,,1,0,,,,,
18,2-s2.0-85094614722,10.3389/fnhum.2020.588199,,,Editorial: Wayfinding and Navigation: Strengths and Weaknesses in Atypical and Clinical Populations,ed,Editorial,Meneghetti C.,,Università degli Studi di Padova,Padua,Italy,,,,,2020-10-14,14 October 2020,Frontiers in Human Neuroscience,,19700175164,16625161,Journal,14,,588199,,,,1,1,repositoryvor,Green,,,
19,2-s2.0-85093359139,10.1103/PhysRevFluids.5.103902,,,Far field of turbulent spots,ar,Article,Kashyap P.V.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-10-06,October 2020,Physical Review Fluids,,21100836848,2469990X,Journal,5,10,103902,,,,2,0,repositoryam,Green,,,
20,2-s2.0-85088037460,10.1016/j.ijheatmasstransfer.2020.120137,S0017931020330738,,The boiling crisis of water under exponentially escalating heat inputs in subcooled flow boiling at atmospheric pressure,ar,Article,Kossolapov A.,,Massachusetts Institute of Technology,Cambridge,United States,,,,,2020-10-01,October 2020,International Journal of Heat and Mass Transfer,00179310,20448,,Journal,160,,120137,,,,9,0,,,,,
21,2-s2.0-85085176653,10.1016/j.ijhcs.2020.102464,S1071581920300665,,Intimacy perception: Does the artificial or human nature of the interlocutor matter ?,ar,Article,Potdevin D.,,Universite Paris-Saclay;DAVI,Saint-Aubin;Puteaux,France;France,,,,,2020-10-01,October 2020,International Journal of Human Computer Studies,10715819,12960,10959300,Journal,142,,102464,,,,4,1,publisherfree2read,Bronze,,,
22,2-s2.0-85084940486,10.1016/j.ijthermalsci.2020.106474,S1290072919320538,,Numerical study of an unsteady confined thermal plume under the influence of gas radiation,ar,Article,Wang Y.,,Civil Aviation University of China;La Rochelle Université,Tianjin;La Rochelle,China;France,,,,,2020-10-01,October 2020,International Journal of Thermal Sciences,12900729,13761,,Journal,156,,106474,,,,1,0,repositoryvor,Green,,,
23,2-s2.0-85092939858,10.1103/PhysRevFluids.5.093605,,,Effect of surfactant on elongated bubbles in capillary tubes at high Reynolds number,ar,Article,Batchvarov A.,,Imperial College London,London,United Kingdom,,,,,2020-09-23,September 2020,Physical Review Fluids,,21100836848,2469990X,Journal,5,9,093605,,,,6,0,repositoryam,Green,,,
24,2-s2.0-85087126236,10.1080/10255842.2020.1771557,,32519914,Numerical study of hemodynamic and diagnostic parameters affected by stenosis in bifurcated artery,ar,Article,Song J.,,LIFSE - Laboratoire Ingenierie des Fluides Systemes Energetiques;Tianjin University of Commerce,Paris;Tianjin,France;China,,,,,2020-09-09,9 September 2020,Computer Methods in Biomechanics and Biomedical Engineering,10255842,17954,14768259,Journal,23,12,,894-905,,,2,0,,,,,
25,2-s2.0-85091495257,10.3390/s20185415,,32967319,"Physical, modular and articulated interface for interactive molecular manipulation",ar,Article,Vincke B.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-09-02,2 September 2020,Sensors (Switzerland),14248220,130124,,Journal,20,18,5415,1-17,,,1,1,repositoryvor,Green,,,
26,2-s2.0-85091619528,10.1371/journal.pcbi.1008148,,32970666,Ten simple rules to make your research more sustainable,ar,Article,Ligozat A.L.,,Universite Paris-Saclay;ENSIIE,Saint-Aubin;Evry Courcouronnes,France;France,,,,,2020-09-01,September 2020,PLoS Computational Biology,1553734X,4000151810,15537358,Journal,16,9,1008148,,,,4,1,repositoryvor,Green,,,
27,2-s2.0-85091318399,10.3390/e22090988,,,Intermittency and critical scaling in annular Couette flow,ar,Article,Takeda K.,,Tokyo University of Science,Tokyo,Japan,,,,,2020-09-01,September 2020,Entropy,,13715,10994300,Journal,22,9,988,,,,5,1,repositoryam,Green,,,
28,2-s2.0-85091268541,10.3390/e22091001,,,Flow statistics in the transitional regime of plane channel flow,ar,Article,Kashyap P.V.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-09-01,September 2020,Entropy,,13715,10994300,Journal,22,9,1001,,,,7,1,repositoryam,Green,,,
29,2-s2.0-85089357681,10.1016/j.pto.2020.07.001,S1420253020300418,,Psychosocial risk analysis in ESAT in TSH: Food for thought,ar,Article,Guyon Taillens C.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-09-01,September 2020,Psychologie du Travail et des Organisations,14202530,4100151502,,Journal,26,3,,239-246,,,0,0,,,,,
30,2-s2.0-85097577633,10.1103/PhysRevResearch.2.033258,,,Edge manifold as a Lagrangian coherent structure in a high-dimensional state space,ar,Article,Beneitez M.,,The Royal Institute of Technology (KTH),Stockholm,Sweden,,,,,2020-08-18,August 2020,Physical Review Research,26431564,21101060181,,Journal,2,3,033258,,,,3,1,repositoryam,Green,,,
31,2-s2.0-85092065296,10.1103/PhysRevFluids.5.084007,,,Dynamics of retracting surfactant-laden ligaments at intermediate Ohnesorge number,ar,Article,Constante-Amores C.R.,,Imperial College London,London,United Kingdom,,,,,2020-08-01,August 2020,Physical Review Fluids,,21100836848,2469990X,Journal,5,8,084007,,,,6,0,repositoryam,Green,,,
32,2-s2.0-85089795615,10.1055/s-0040-1701997,,32823319,A Year of Papers Using Biomedical Texts,re,Review,Grouin C.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-08-01,1 August 2020,Yearbook of medical informatics,,11400153302,23640502,Journal,29,1,,221-225,,,0,1,repositoryvor,Green,,,
33,2-s2.0-85089617385,10.2196/20773,,32759101,Natural language processing for rapid response to emergent diseases: Case study of calcium channel blockers and hypertension in the COVID-19 pandemic,ar,Article,Neuraz A.,,Université Paris Cité;Universite Paris-Saclay;Hôpital Necker Enfants Malades,Paris;Saint-Aubin;Paris,France;France;France,,,,,2020-08-01,August 2020,Journal of Medical Internet Research,,23709,14388871,Journal,22,8,20773,,,,17,1,repositoryvor,Green,,,
34,2-s2.0-85087383200,10.1007/s10236-020-01382-4,,,Bayesian inference of spatially varying Manning’s n coefficients in an idealized coastal ocean model using a generalized Karhunen-Loève expansion and polynomial chaos,ar,Article,Siripatana A.,,King Abdullah University of Science and Technology,Thuwal,Saudi Arabia,,,,,2020-08-01,1 August 2020,Ocean Dynamics,16167341,28338,16167228,Journal,70,8,,1103-1127,,,2,0,repositoryam,Green,,,
35,2-s2.0-85084440809,10.1016/j.ijheatmasstransfer.2020.119758,S0017931019364725,,"Physical modeling of simultaneous heat and mass transfer: species interdiffusion, Soret effect and Dufour effect",ar,Article,Jiang N.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-08-01,August 2020,International Journal of Heat and Mass Transfer,00179310,20448,,Journal,156,,119758,,,,6,0,,,,,
36,2-s2.0-85117538765,10.1145/3401956.3404187,,,Person Identification Based on Sign Language Motion: Insights from Human Perception and Computational Modeling,cp,Conference Paper,Bigand F.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-07-15,15 July 2020,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,,,,,2,0,repositoryvor,Green,,,
37,2-s2.0-85087814791,10.1186/s12911-020-1105-4,,32646421,Hybrid phenotype mining method for investigating off-target protein and underlying side effects of anti-tumor immunotherapy,ar,Article,Zheng Y.,,Huazhong Agricultural University,Wuhan,China,,,,,2020-07-09,9 July 2020,BMC Medical Informatics and Decision Making,,23602,14726947,Journal,20,,133,,,,1,1,repositoryvor,Green,,,
38,2-s2.0-85091721693,10.1103/PhysRevFluids.5.074501,,,Solutal buoyancy and electrovortex flow in liquid metal batteries,ar,Article,Herreman W.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-07-01,July 2020,Physical Review Fluids,,21100836848,2469990X,Journal,5,7,074501,,,,10,0,repositoryvor,Green,,,
39,2-s2.0-85087404813,10.5194/wes-5-819-2020,,,Cartographing dynamic stall with machine learning,ar,Article,Lennie M.,,Technische Universität Berlin,Berlin,Germany,,,,,2020-06-29,29 June 2020,Wind Energy Science,23667443,21100923896,23667451,Journal,5,2,,819-838,,,1,1,repositoryvor,Green,,,
40,2-s2.0-85086139633,10.1049/iet-ipr.2019.0370,,,"Optical flow refinement using iterative propagation under colour, proximity and flow reliability constraints",ar,Article,Mai T.K.,,"Informatique, BioInformatique, Systèmes Complexes",Evry,France,,,,,2020-06-19,19 June 2020,IET Image Processing,17519659,5400152646,,Journal,14,8,,1509-1519,,,0,0,,,,,
41,2-s2.0-85087951160,10.1103/PhysRevFluids.5.064612,,,Proper orthogonal decomposition analysis and modelling of the wake deviation behind a squareback Ahmed body,ar,Article,Podvin B.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-06-01,June 2020,Physical Review Fluids,,21100836848,2469990X,Journal,5,6,064612,,,,8,0,repositoryam,Green,,,
42,2-s2.0-85087882117,10.1103/PhysRevFluids.5.064602,,,Transition from non-swirling to swirling axisymmetric turbulence,ar,Article,Qin Z.,,École Centrale de Lyon,Ecully,France,,,,,2020-06-01,June 2020,Physical Review Fluids,,21100836848,2469990X,Journal,5,6,064602,,,,4,0,repositoryvor,Green,,,
43,2-s2.0-85079190135,10.1007/s10494-020-00110-8,,,Drag Reduction and Energy Saving by Spanwise Traveling Transversal Surface Waves for Flat Plate Flow,ar,Article,Albers M.,,Rheinisch-Westfälische Technische Hochschule Aachen,Aachen,Germany,,,,,2020-06-01,1 June 2020,"Flow, Turbulence and Combustion",13866184,21322,15731987,Journal,105,1,,125-157,,,13,1,repositoryam,Green,,,
44,2-s2.0-85102854620,10.3389/fcomp.2020.00016,,,Machine Learning Approaches for Motor Learning: A Short Review,re,Review,Caramiaux B.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-05-29,29 May 2020,Frontiers in Computer Science,,21101062832,26249898,Journal,2,,16,,,,4,1,repositoryam,Green,,,
45,2-s2.0-85091146948,10.1109/ICASSP40776.2020.9054455,,,Error analysis applied to end-to-end spoken language understanding,cp,Conference Paper,Caubrière A.,,Universite du Maine Le Mans - Laval,Le Mans,France,,,,,2020-05-01,May 2020,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",15206149,110544,,Conference Proceeding,2020-May,,9054455,8514-8518,,,1,0,,,,,
46,2-s2.0-85089246837,10.1109/ICASSP40776.2020.9054374,,,How confident are you? Exploring the role of fillers in the automatic prediction of a speaker's confidence,cp,Conference Paper,Dinkar T.,,Institut Mines Télécom,Paris,France,,,,,2020-05-01,May 2020,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",15206149,110544,,Conference Proceeding,2020-May,,9054374,8104-8108,,,3,0,repositoryam,Green,,,
47,2-s2.0-85089232371,10.1109/ICASSP40776.2020.9053278,,,What is best for spoken language understanding: Small but task-dependant embeddings or huge but out-of-domain embeddings?,cp,Conference Paper,Ghannay S.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-05-01,May 2020,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",15206149,110544,,Conference Proceeding,2020-May,,9053278,8114-8118,,,3,0,repositoryam,Green,,,
48,2-s2.0-85089221797,10.1109/ICASSP40776.2020.9053096,,,Overlap-Aware Diarization: Resegmentation Using Neural End-to-End Overlapped Speech Detection,cp,Conference Paper,Bullock L.,,Rice University,Houston,United States,,,,,2020-05-01,May 2020,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",15206149,110544,,Conference Proceeding,2020-May,,9053096,7114-7118,,,26,0,repositoryam,Green,,,
49,2-s2.0-85070333591,10.1007/s40571-019-00275-8,,,Particle simulation of space–fractional diffusion equations,ar,Article,Lucchesi M.,,King Abdullah University of Science and Technology,Thuwal,Saudi Arabia,,,,,2020-05-01,1 May 2020,Computational Particle Mechanics,21964378,21100825344,21964386,Journal,7,3,,491-507,,,4,0,repositoryam,Green,,,
50,2-s2.0-85091278574,10.1145/3313831.3376736,,,Investigating Collaborative Exploration of Design Alternatives on a Wall-Sized Display,cp,Conference Paper,Okuya Y.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-04-21,21 April 2020,Conference on Human Factors in Computing Systems - Proceedings,,21101021808,,Conference Proceeding,,,3376736,,,,1,0,repositoryvor,Green,,,
51,2-s2.0-85091701941,10.1145/3366424.3382186,,,Capturing Evolution in Word Usage: Just Add More Clusters,cp,Conference Paper,Martinc M.,,Jozef Stefan Institute,Ljubljana,Slovenia,,,,,2020-04-20,20 April 2020,"The Web Conference 2020 - Companion of the World Wide Web Conference, WWW 2020",,21101022204,,Conference Proceeding,,,,343-349,,,10,0,repositoryam,Green,,,
52,2-s2.0-85085989058,10.1103/PhysRevFluids.5.044801,,,Large axisymmetric surface deformation and dewetting in the flow above a rotating disk in a cylindrical tank: Spin-up and permanent regimes,ar,Article,Yang W.,,Sorbonne Universite,Paris,France,,,,,2020-04-01,April 2020,Physical Review Fluids,,21100836848,2469990X,Journal,5,4,044801,,,,4,0,repositoryam,Green,,,
53,2-s2.0-85085729531,10.1103/PhysRevFluids.5.044602,,,Vibrational relaxation in compressible isotropic turbulence with thermal nonequilibrium,ar,Article,Zheng Q.,,Southern University of Science and Technology;Wuhan University,Shenzhen;Wuhan,China;China,,,,,2020-04-01,April 2020,Physical Review Fluids,,21100836848,2469990X,Journal,5,4,044602,,,,5,0,,,,,
54,2-s2.0-85087668424,10.1007/978-3-030-32161-1_32,,,Social and emotional robots: Useful artificial intelligence in the absence of consciousness,ch,Book Chapter,Devillers L.,,Sorbonne Universite,Paris,France,,,,,2020-03-17,17 March 2020,Healthcare and Artificial Intelligence,,21101016563,,Book,,,,261-267,,,4,0,,,,,
55,2-s2.0-85082770070,10.1103/PhysRevFluids.5.032001,,,Solitary waves on superconfined falling liquid films,ar,Article,Lavalle G.,,Universite Paris-Saclay;Université Fédérale Toulouse Midi-Pyrénées,Saint-Aubin;Toulouse,France;France,,,,,2020-03-01,March 2020,Physical Review Fluids,,21100836848,2469990X,Journal,5,3,032001,,,,3,0,repositoryam,Green,,,
56,2-s2.0-85076834937,10.1016/j.ijheatmasstransfer.2019.119195,S0017931019338827,,Experimental and numerical investigation of natural convection flows in two horizontal thermoacoustic cavities,ar,Article,Hireche O.,,CNRS Centre National de la Recherche Scientifique,Paris,France,,,,,2020-03-01,March 2020,International Journal of Heat and Mass Transfer,00179310,20448,,Journal,149,,119195,,,,4,1,repositoryvor,Green,,,
57,2-s2.0-85075374497,10.1007/s12193-019-00314-x,,,Comparison of spatial and temporal interaction techniques for 3D audio trajectory authoring,ar,Article,Mathew J.D.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-03-01,1 March 2020,Journal on Multimodal User Interfaces,17837677,17700156101,17838738,Journal,14,1,,83-100,,,2,0,repositoryam,Green,,,
58,2-s2.0-85069459307,10.1017/S1351324919000329,S1351324919000329,,Designing a virtual patient dialogue system based on terminology-rich resources: Challenges and evaluation,ar,Article,Campillos-Llanos L.,,Universite Paris-Saclay;Faculty of Medicine Paris-Saclay,Saint-Aubin;Orsay,France;France,,,,,2020-03-01,1 March 2020,Natural Language Engineering,13513249,28380,14698110,Journal,26,2,,183-220,,,13,0,repositoryam,Green,,,
59,2-s2.0-85080872675,10.1103/PhysRevFluids.5.024401,,,Nonlinear delayed feedback model for incompressible open cavity flow,ar,Article,Tuerke F.,,Universidad de Buenos Aires,Buenos Aires,Argentina,,,,,2020-02-20,20 February 2020,Physical Review Fluids,,21100836848,2469990X,Journal,5,2,024401,,,,2,0,repositoryvor,Green,,,
60,2-s2.0-85106853597,10.1162/leon_a_01569,,,"Gardien du Temple: An interactive installation involving poetry, performance and spatial augmented reality",ar,Article,Bokaris P.A.,,Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur,Orsay,France,,,,,2020-02-01,1 February 2020,Leonardo,0024094X,6000152729,,Journal,53,1,,31-37,,,0,0,repositoryvor,Green,,,
61,2-s2.0-85077658636,10.1016/j.solener.2019.12.042,S0038092X19312563,,Errors in PV power modelling due to the lack of spectral and angular details of solar irradiance inputs,ar,Article,Lindsay N.,,Université Fédérale Toulouse Midi-Pyrénées,Toulouse,France,,,,,2020-02-01,February 2020,Solar Energy,0038092X,13333,,Journal,197,,,266-278,,,14,1,repositoryam,Green,,,
62,2-s2.0-85076814057,10.1038/s41562-019-0779-z,,31844272,Collective memory shapes the organization of individual memories in the medial prefrontal cortex,ar,Article,Gagnepain P.,,CHU de Caen Normandie,Caen,France,,,,,2020-02-01,1 February 2020,Nature Human Behaviour,,21100838541,23973374,Journal,4,2,,189-200,,,8,0,repositoryam,Green,,,
63,2-s2.0-85076689721,10.1016/j.jbi.2019.103356,S1532046419302734,31837473,Terminologies augmented recurrent neural network model for clinical named entity recognition,ar,Article,Lerner I.,,AP-HP Assistance Publique - Hopitaux de Paris;Paris University,Paris;Paris,France;France,,,,,2020-02-01,February 2020,Journal of Biomedical Informatics,15320464,23706,,Journal,102,,103356,,,,7,1,repositoryam,Green,,,
64,2-s2.0-85077767174,10.1146/annurev-fluid-010719-060214,,,Machine Learning for Fluid Mechanics,re,Review,Brunton S.L.,,University of Washington,Seattle,United States,,,,,2020-01-05,5 January 2020,Annual Review of Fluid Mechanics,00664189,13839,,Book Series,52,,,477-508,,,508,1,repositoryam,Green,,,
65,2-s2.0-85123914861,,,,MULTISEM at SemEval-2020 Task 3: Fine-tuning BERT for Lexical Meaning,cp,Conference Paper,Soler A.G.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-01-01,2020,"14th International Workshops on Semantic Evaluation, SemEval 2020 - co-located 28th International Conference on Computational Linguistics, COLING 2020, Proceedings",,21101074899,,Conference Proceeding,,,,158-165,,,1,0,,,,,
66,2-s2.0-85123871180,,,,Priming Neural Machine Translation,cp,Conference Paper,Pham M.Q.,,Universite Paris-Saclay;SYSTRAN,Saint-Aubin;Paris,France;France,,,,,2020-01-01,2020,"5th Conference on Machine Translation, WMT 2020 - Proceedings",,21101074740,,Conference Proceeding,,,,516-527,,,2,0,,,,,
67,2-s2.0-85123855749,,,,Document Level NMT of Low-Resource Languages with Backtranslation,cp,Conference Paper,Ul Haq S.,,National University of Sciences and Technology Pakistan,Islamabad,Pakistan,,,,,2020-01-01,2020,"5th Conference on Machine Translation, WMT 2020 - Proceedings",,21101074740,,Conference Proceeding,,,,442-446,,,1,0,,,,,
68,2-s2.0-85121797771,,,,Experiments from LIMSI at the French Named Entity Recognition Coarse-grained task,cp,Conference Paper,Ghannay S.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-01-01,2020,CEUR Workshop Proceedings,16130073,21100218356,,Conference Proceeding,2696,,,,,,1,0,,,,,
69,2-s2.0-85121398316,,,,"Findings of the WMT 2020 Biomedical Translation Shared Task: Basque, Italian and Russian as New Additional Languages",cp,Conference Paper,Bawden R.,,The University of Edinburgh,Edinburgh,United Kingdom,,,,,2020-01-01,2020,"5th Conference on Machine Translation, WMT 2020 - Proceedings",,21101074740,,Conference Proceeding,,,,660-687,,,8,0,,,,,
70,2-s2.0-85111241863,,,,Span-based discontinuous constituency parsing: A family of exact chart-based algorithms with time complexities from O(n<sup>6</sup>) down to O(n<sup>3</sup>),cp,Conference Paper,Corro C.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-01-01,2020,"EMNLP 2020 - 2020 Conference on Empirical Methods in Natural Language Processing, Proceedings of the Conference",,21101064704,,Conference Proceeding,,,,2753-2764,,,4,0,,,,,
71,2-s2.0-85108077441,,,,"BERT knows Punta Cana is not just beautiful, it's gorgeous: Ranking scalar adjectives with contextualised representations",cp,Conference Paper,Soler A.G.,,Universite Paris-Saclay,Saint-Aubin,France,,,,,2020-01-01,2020,"EMNLP 2020 - 2020 Conference on Empirical Methods in Natural Language Processing, Proceedings of the Conference",,21101064704,,Conference Proceeding,,,,7371-7385,,,2,0,,,,,
72,2-s2.0-85106166268,,,,A Study of Residual Adapters for Multi-Domain Neural Machine Translation,cp,Conference Paper,Pham M.Q.,,Universite Paris-Saclay;SYSTRAN,Saint-Aubin;Paris,France;France,,,,,2020-01-01,2020,"5th Conference on Machine Translation, WMT 2020 - Proceedings",,21101074740,,Conference Proceeding,,,,617-628,,,2,0,,,,,
73,2-s2.0-85101786034,10.1007/978-3-030-66096-3_14,,,Automatic Segmentation of Sign Language into Subtitle-Units,cp,Conference Paper,Bull H.,,Universite Paris-Saclay;CNRS Centre National de la Recherche Scientifique,Saint-Aubin;Paris,France;France,,,,,2020-01-01,2020,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),03029743,25674,16113349,Book Series,12536 LNCS,,,186-198,,,4,0,repositoryam,Green,,,
